#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 212 152
# Band-Index    1
   0.00000    -20.234407    -20.235362
   0.01617    -20.234407    -20.235362
   0.03234    -20.234404    -20.235359
   0.04851    -20.234400    -20.235355
   0.06468    -20.234395    -20.235351
   0.08085    -20.234389    -20.235344
   0.09702    -20.234381    -20.235337
   0.11319    -20.234372    -20.235328
   0.12935    -20.234363    -20.235319
   0.14552    -20.234352    -20.235308
   0.16169    -20.234341    -20.235297
   0.17786    -20.234329    -20.235286
   0.19403    -20.234317    -20.235274
   0.21020    -20.234305    -20.235262
   0.22637    -20.234293    -20.235250
   0.24254    -20.234281    -20.235239
   0.25871    -20.234269    -20.235228
   0.27488    -20.234259    -20.235217
   0.29105    -20.234249    -20.235208
   0.30722    -20.234240    -20.235199
   0.32339    -20.234232    -20.235192
   0.33956    -20.234226    -20.235185
   0.35573    -20.234221    -20.235180
   0.37190    -20.234217    -20.235177
   0.38806    -20.234215    -20.235174
   0.40423    -20.234214    -20.235173
   0.40423    -20.234268    -20.235225
   0.42040    -20.234268    -20.235225
   0.43657    -20.234270    -20.235227
   0.45274    -20.234273    -20.235230
   0.46891    -20.234276    -20.235233
   0.48508    -20.234281    -20.235238
   0.50125    -20.234287    -20.235243
   0.51742    -20.234293    -20.235250
   0.53360    -20.234300    -20.235257
   0.54977    -20.234308    -20.235264
   0.56594    -20.234316    -20.235272
   0.58211    -20.234324    -20.235281
   0.59828    -20.234333    -20.235289
   0.61445    -20.234342    -20.235298
   0.63062    -20.234351    -20.235306
   0.64679    -20.234359    -20.235315
   0.66296    -20.234367    -20.235323
   0.67913    -20.234375    -20.235330
   0.69530    -20.234382    -20.235337
   0.71147    -20.234389    -20.235344
   0.72764    -20.234394    -20.235349
   0.74381    -20.234399    -20.235354
   0.75998    -20.234402    -20.235357
   0.77615    -20.234405    -20.235360
   0.79232    -20.234407    -20.235362
   0.80849    -20.234407    -20.235362
   0.80849    -20.234407    -20.235362
   0.82432    -20.234407    -20.235362
   0.84016    -20.234406    -20.235361
   0.85600    -20.234404    -20.235358
   0.87184    -20.234401    -20.235356
   0.88767    -20.234397    -20.235352
   0.90351    -20.234393    -20.235348
   0.91935    -20.234389    -20.235344
   0.93519    -20.234383    -20.235338
   0.95102    -20.234378    -20.235333
   0.96686    -20.234372    -20.235327
   0.98270    -20.234367    -20.235322
   0.99854    -20.234361    -20.235316
   1.01437    -20.234356    -20.235311
   1.03021    -20.234351    -20.235307
   1.04605    -20.234347    -20.235303
   1.06188    -20.234343    -20.235299
   1.07772    -20.234341    -20.235296
   1.09356    -20.234338    -20.235294
   1.10940    -20.234337    -20.235293
   1.12523    -20.234337    -20.235292
   1.12523    -20.234073    -20.235034
   1.14087    -20.234074    -20.235035
   1.15650    -20.234075    -20.235037
   1.17214    -20.234078    -20.235040
   1.18777    -20.234082    -20.235043
   1.20341    -20.234087    -20.235048
   1.21904    -20.234093    -20.235054
   1.23468    -20.234100    -20.235061
   1.25031    -20.234108    -20.235069
   1.26595    -20.234117    -20.235077
   1.28158    -20.234126    -20.235087
   1.29722    -20.234137    -20.235097
   1.31285    -20.234148    -20.235108
   1.32849    -20.234160    -20.235120
   1.34412    -20.234173    -20.235132
   1.35975    -20.234186    -20.235145
