#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 176 128
# Band-Index    1
   0.00000    -25.037273    -25.037273
   0.01567    -25.037273    -25.037273
   0.03133    -25.037272    -25.037272
   0.04700    -25.037272    -25.037272
   0.06267    -25.037272    -25.037272
   0.07833    -25.037272    -25.037273
   0.09400    -25.037273    -25.037274
   0.10967    -25.037275    -25.037275
   0.12533    -25.037280    -25.037280
   0.14100    -25.037280    -25.037280
   0.15667    -25.037282    -25.037282
   0.17233    -25.037276    -25.037277
   0.18800    -25.037273    -25.037274
   0.20367    -25.037273    -25.037274
   0.21933    -25.037269    -25.037269
   0.23500    -25.037270    -25.037270
   0.25067    -25.037264    -25.037264
   0.26633    -25.037264    -25.037264
   0.28200    -25.037261    -25.037261
   0.29766    -25.037261    -25.037261
   0.31333    -25.037261    -25.037261
   0.32900    -25.037257    -25.037257
   0.34466    -25.037256    -25.037256
   0.36033    -25.037253    -25.037253
   0.37600    -25.037253    -25.037253
   0.39166    -25.037253    -25.037253
   0.40733    -25.037252    -25.037252
   0.42300    -25.037257    -25.037257
   0.43866    -25.037256    -25.037256
   0.45433    -25.037255    -25.037255
   0.47000    -25.037261    -25.037261
   0.48566    -25.037260    -25.037260
   0.50133    -25.037259    -25.037259
   0.51700    -25.037259    -25.037259
   0.53266    -25.037253    -25.037253
   0.54833    -25.037254    -25.037255
   0.56400    -25.037251    -25.037251
   0.57966    -25.037253    -25.037253
   0.59533    -25.037253    -25.037253
   0.59533    -25.037253    -25.037253
   0.61152    -25.037253    -25.037253
   0.62771    -25.037248    -25.037248
   0.64390    -25.037245    -25.037245
   0.66009    -25.037252    -25.037252
   0.67628    -25.037252    -25.037252
   0.69247    -25.037254    -25.037254
   0.70866    -25.037250    -25.037250
   0.72485    -25.037255    -25.037255
   0.74104    -25.037258    -25.037258
   0.75723    -25.037255    -25.037255
   0.77342    -25.037257    -25.037257
   0.78961    -25.037261    -25.037261
   0.80580    -25.037266    -25.037266
   0.80580    -25.037277    -25.037277
   0.82120    -25.037273    -25.037273
   0.83660    -25.037274    -25.037274
   0.85200    -25.037277    -25.037278
   0.86740    -25.037279    -25.037279
   0.88281    -25.037278    -25.037278
   0.89821    -25.037279    -25.037279
   0.91361    -25.037279    -25.037279
   0.92901    -25.037280    -25.037280
   0.94441    -25.037277    -25.037278
   0.95981    -25.037278    -25.037278
   0.97521    -25.037282    -25.037282
   0.99061    -25.037279    -25.037279
   1.00601    -25.037278    -25.037278
   1.02141    -25.037274    -25.037274
   1.03681    -25.037273    -25.037273
   1.05222    -25.037273    -25.037273
   1.06762    -25.037270    -25.037270
   1.08302    -25.037270    -25.037270
   1.09842    -25.037267    -25.037267
   1.11382    -25.037271    -25.037271
   1.12922    -25.037271    -25.037272
   1.14462    -25.037272    -25.037272
   1.16002    -25.037273    -25.037273
   1.17542    -25.037271    -25.037271
   1.19082    -25.037274    -25.037274
   1.20622    -25.037274    -25.037274
   1.22162    -25.037273    -25.037273
   1.23703    -25.037270    -25.037270
   1.25243    -25.037269    -25.037269
   1.26783    -25.037273    -25.037273
   1.28323    -25.037271    -25.037271
   1.29863    -25.037272    -25.037272
   1.31403    -25.037272    -25.037272
   1.32943    -25.037275    -25.037275
   1.34483    -25.037273    -25.037273
   1.36023    -25.037273    -25.037273
   1.37563    -25.037272    -25.037272
   1.39103    -25.037272    -25.037272
   1.40643    -25.037272    -25.037272
   1.42184    -25.037272    -25.037273
   1.43724    -25.037273    -25.037273
   1.43724    -25.037273    -25.037273
   1.45286    -25.037272    -25.037273
   1.46848    -25.037272    -25.037272
   1.48410    -25.037272    -25.037272
   1.49972    -25.037273    -25.037273
   1.51535    -25.037268    -25.037269
   1.53097    -25.037278    -25.037278
   1.54659    -25.037275    -25.037276
   1.56221    -25.037271    -25.037272
   1.57783    -25.037273    -25.037273
   1.59346    -25.037270    -25.037270
   1.60908    -25.037268    -25.037268
   1.62470    -25.037269    -25.037269
   1.64032    -25.037266    -25.037267
   1.65594    -25.037266    -25.037266
   1.67157    -25.037269    -25.037269
   1.68719    -25.037271    -25.037271
   1.70281    -25.037273    -25.037273
   1.71843    -25.037274    -25.037274
   1.73405    -25.037279    -25.037279
   1.74968    -25.037277    -25.037277
   1.76530    -25.037276    -25.037276
   1.78092    -25.037277    -25.037277
   1.79654    -25.037277    -25.037277
   1.81216    -25.037275    -25.037275
   1.82779    -25.037272    -25.037272
   1.84341    -25.037269    -25.037269
   1.85903    -25.037272    -25.037272
   1.87465    -25.037270    -25.037270
   1.89027    -25.037270    -25.037271
   1.90590    -25.037274    -25.037275
   1.92152    -25.037274    -25.037274
   1.93714    -25.037272    -25.037272
   1.95276    -25.037275    -25.037275
   1.95276    -25.037275    -25.037275
   1.96835    -25.037274    -25.037274
   1.98395    -25.037275    -25.037275
   1.99954    -25.037278    -25.037278
   2.01513    -25.037279    -25.037279
   2.03072    -25.037278    -25.037278
   2.04631    -25.037278    -25.037278
   2.06191    -25.037277    -25.037277
   2.07750    -25.037274    -25.037274
   2.09309    -25.037272    -25.037272
   2.10868    -25.037273    -25.037274
   2.12428    -25.037272    -25.037273
   2.13987    -25.037270    -25.037271
   2.15546    -25.037266    -25.037266
   2.17105    -25.037266    -25.037266
   2.18664    -25.037267    -25.037267
   2.20224    -25.037265    -25.037265
   2.21783    -25.037264    -25.037264
   2.23342    -25.037264    -25.037264
   2.24901    -25.037263    -25.037264
   2.26461    -25.037266    -25.037266
   2.28020    -25.037266    -25.037266
   2.29579    -25.037267    -25.037267
   2.31138    -25.037266    -25.037266
   2.32698    -25.037268    -25.037268
   2.34257    -25.037270    -25.037271
   2.35816    -25.037271    -25.037271
   2.37375    -25.037284    -25.037284
   2.37375    -25.037284    -25.037284
   2.39029    -25.037268    -25.037268
   2.40683    -25.037267    -25.037267
   2.42336    -25.037266    -25.037266
   2.43990    -25.037268    -25.037268
   2.45644    -25.037270    -25.037270
   2.47297    -25.037268    -25.037268
   2.48951    -25.037266    -25.037266
   2.50605    -25.037265    -25.037266
   2.52259    -25.037262    -25.037263
   2.53912    -25.037261    -25.037261
   2.55566    -25.037259    -25.037259
   2.57220    -25.037256    -25.037257
   2.58873    -25.037255    -25.037255
   2.60527    -25.037255    -25.037255
   2.62181    -25.037251    -25.037251
   2.63834    -25.037251    -25.037251
   2.65488    -25.037253    -25.037253
   2.67142    -25.037253    -25.037253
 
# Band-Index    2
   2.67142    -25.029213    -25.029213
   2.65488    -25.029213    -25.029213
   2.63834    -25.029213    -25.029213
   2.62181    -25.029212    -25.029212
   2.60527    -25.029213    -25.029213
   2.58873    -25.029212    -25.029212
   2.57220    -25.029213    -25.029213
   2.55566    -25.029212    -25.029212
   2.53912    -25.029216    -25.029216
   2.52259    -25.029216    -25.029216
   2.50605    -25.029217    -25.029218
   2.48951    -25.029217    -25.029217
   2.47297    -25.029215    -25.029215
   2.45644    -25.029215    -25.029215
   2.43990    -25.029213    -25.029214
   2.42336    -25.029212    -25.029212
   2.40683    -25.029213    -25.029213
   2.39029    -25.029212    -25.029212
   2.37375    -25.029227    -25.029227
   2.37375    -25.029227    -25.029227
   2.35816    -25.029214    -25.029214
   2.34257    -25.029214    -25.029214
   2.32698    -25.029212    -25.029212
   2.31138    -25.029209    -25.029209
   2.29579    -25.029210    -25.029210
   2.28020    -25.029208    -25.029208
   2.26461    -25.029210    -25.029210
   2.24901    -25.029206    -25.029206
   2.23342    -25.029206    -25.029206
   2.21783    -25.029206    -25.029206
   2.20224    -25.029206    -25.029206
   2.18664    -25.029210    -25.029210
   2.17105    -25.029208    -25.029208
   2.15546    -25.029208    -25.029209
   2.13987    -25.029214    -25.029214
   2.12428    -25.029216    -25.029216
   2.10868    -25.029217    -25.029217
   2.09309    -25.029216    -25.029216
   2.07750    -25.029217    -25.029217
   2.06191    -25.029220    -25.029220
   2.04631    -25.029221    -25.029221
   2.03072    -25.029221    -25.029221
   2.01513    -25.029222    -25.029222
   1.99954    -25.029222    -25.029222
   1.98395    -25.029218    -25.029218
   1.96835    -25.029217    -25.029217
   1.95276    -25.029218    -25.029218
   1.95276    -25.029218    -25.029218
   1.93714    -25.029216    -25.029216
   1.92152    -25.029217    -25.029217
   1.90590    -25.029217    -25.029217
   1.89027    -25.029214    -25.029214
   1.87465    -25.029213    -25.029213
   1.85903    -25.029215    -25.029215
   1.84341    -25.029212    -25.029212
   1.82779    -25.029216    -25.029216
   1.81216    -25.029219    -25.029219
   1.79654    -25.029220    -25.029220
   1.78092    -25.029220    -25.029221
   1.76530    -25.029220    -25.029220
   1.74968    -25.029220    -25.029220
   1.73405    -25.029222    -25.029222
   1.71843    -25.029217    -25.029217
   1.70281    -25.029216    -25.029216
   1.68719    -25.029213    -25.029213
   1.67157    -25.029211    -25.029211
   1.65594    -25.029208    -25.029208
   1.64032    -25.029208    -25.029208
   1.62470    -25.029209    -25.029210
   1.60908    -25.029208    -25.029209
   1.59346    -25.029211    -25.029211
   1.57783    -25.029214    -25.029214
   1.56221    -25.029212    -25.029212
   1.54659    -25.029216    -25.029216
   1.53097    -25.029218    -25.029218
   1.51535    -25.029210    -25.029210
   1.49972    -25.029214    -25.029214
   1.48410    -25.029213    -25.029213
   1.46848    -25.029213    -25.029213
   1.45286    -25.029214    -25.029214
   1.43724    -25.029214    -25.029214
   1.43724    -25.029214    -25.029214
   1.42184    -25.029213    -25.029214
   1.40643    -25.029213    -25.029213
   1.39103    -25.029212    -25.029213
   1.37563    -25.029211    -25.029211
   1.36023    -25.029212    -25.029212
   1.34483    -25.029214    -25.029214
   1.32943    -25.029218    -25.029218
   1.31403    -25.029215    -25.029215
   1.29863    -25.029214    -25.029214
   1.28323    -25.029214    -25.029215
   1.26783    -25.029217    -25.029217
   1.25243    -25.029214    -25.029214
   1.23703    -25.029215    -25.029215
   1.22162    -25.029212    -25.029212
   1.20622    -25.029214    -25.029214
   1.19082    -25.029213    -25.029213
   1.17542    -25.029212    -25.029212
   1.16002    -25.029215    -25.029215
   1.14462    -25.029211    -25.029211
   1.12922    -25.029211    -25.029211
   1.11382    -25.029214    -25.029214
   1.09842    -25.029210    -25.029211
   1.08302    -25.029215    -25.029215
   1.06762    -25.029216    -25.029217
   1.05222    -25.029217    -25.029217
   1.03681    -25.029217    -25.029217
   1.02141    -25.029219    -25.029219
   1.00601    -25.029221    -25.029221
   0.99061    -25.029218    -25.029218
   0.97521    -25.029217    -25.029217
   0.95981    -25.029215    -25.029216
   0.94441    -25.029214    -25.029214
   0.92901    -25.029219    -25.029219
   0.91361    -25.029217    -25.029217
   0.89821    -25.029216    -25.029216
   0.88281    -25.029219    -25.029220
   0.86740    -25.029220    -25.029220
   0.85200    -25.029215    -25.029215
   0.83660    -25.029208    -25.029208
   0.82120    -25.029206    -25.029206
   0.80580    -25.029208    -25.029209
   0.80580    -25.029220    -25.029220
   0.78961    -25.029218    -25.029218
   0.77342    -25.029212    -25.029212
   0.75723    -25.029212    -25.029212
   0.74104    -25.029216    -25.029216
   0.72485    -25.029215    -25.029215
   0.70866    -25.029215    -25.029215
   0.69247    -25.029216    -25.029216
   0.67628    -25.029215    -25.029215
   0.66009    -25.029215    -25.029215
   0.64390    -25.029209    -25.029209
   0.62771    -25.029210    -25.029210
   0.61152    -25.029213    -25.029213
   0.59533    -25.029213    -25.029213
   0.59533    -25.029213    -25.029213
   0.57966    -25.029213    -25.029213
   0.56400    -25.029220    -25.029220
   0.54833    -25.029217    -25.029217
   0.53266    -25.029217    -25.029217
   0.51700    -25.029219    -25.029219
   0.50133    -25.029219    -25.029219
   0.48566    -25.029214    -25.029214
   0.47000    -25.029221    -25.029221
   0.45433    -25.029215    -25.029215
   0.43866    -25.029213    -25.029213
   0.42300    -25.029213    -25.029213
   0.40733    -25.029208    -25.029208
   0.39166    -25.029211    -25.029211
   0.37600    -25.029217    -25.029217
   0.36033    -25.029217    -25.029217
   0.34466    -25.029219    -25.029219
   0.32900    -25.029219    -25.029219
   0.31333    -25.029218    -25.029218
   0.29766    -25.029210    -25.029210
   0.28200    -25.029209    -25.029209
   0.26633    -25.029209    -25.029209
   0.25067    -25.029210    -25.029210
   0.23500    -25.029218    -25.029219
   0.21933    -25.029216    -25.029216
   0.20367    -25.029217    -25.029217
   0.18800    -25.029217    -25.029217
   0.17233    -25.029216    -25.029216
   0.15667    -25.029217    -25.029217
   0.14100    -25.029212    -25.029212
   0.12533    -25.029215    -25.029215
   0.10967    -25.029216    -25.029216
   0.09400    -25.029215    -25.029215
   0.07833    -25.029211    -25.029211
