#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 252 144
# Band-Index    1
   0.00000    -26.132300    -26.132300
   0.01589    -26.132300    -26.132300
   0.03178    -26.132300    -26.132300
   0.04768    -26.132300    -26.132300
   0.06357    -26.132299    -26.132299
   0.07946    -26.132299    -26.132299
   0.09535    -26.132299    -26.132299
   0.11125    -26.132299    -26.132299
   0.12714    -26.132299    -26.132299
   0.14303    -26.132299    -26.132299
   0.15892    -26.132298    -26.132298
   0.17482    -26.132298    -26.132298
   0.19071    -26.132298    -26.132298
   0.20660    -26.132298    -26.132298
   0.22249    -26.132298    -26.132298
   0.23838    -26.132298    -26.132298
   0.25428    -26.132298    -26.132298
   0.27017    -26.132298    -26.132298
   0.28606    -26.132298    -26.132298
   0.30195    -26.132298    -26.132298
   0.31785    -26.132298    -26.132298
   0.33374    -26.132298    -26.132298
   0.34963    -26.132297    -26.132297
   0.36552    -26.132298    -26.132298
   0.38141    -26.132297    -26.132297
   0.38141    -26.132297    -26.132297
   0.39770    -26.132297    -26.132297
   0.41399    -26.132298    -26.132298
   0.43027    -26.132298    -26.132298
   0.44656    -26.132297    -26.132297
   0.46285    -26.132298    -26.132298
   0.47913    -26.132298    -26.132298
   0.49542    -26.132298    -26.132298
   0.51170    -26.132298    -26.132298
   0.52799    -26.132298    -26.132298
   0.54428    -26.132298    -26.132298
   0.56056    -26.132298    -26.132298
   0.57685    -26.132298    -26.132298
   0.59314    -26.132298    -26.132298
   0.60942    -26.132298    -26.132298
   0.62571    -26.132298    -26.132298
   0.64199    -26.132298    -26.132298
   0.65828    -26.132298    -26.132298
   0.65828    -26.132298    -26.132298
   0.67417    -26.132298    -26.132298
   0.69007    -26.132299    -26.132299
   0.70596    -26.132298    -26.132298
   0.72185    -26.132298    -26.132298
   0.73774    -26.132298    -26.132298
   0.75363    -26.132298    -26.132298
   0.76953    -26.132298    -26.132298
   0.78542    -26.132298    -26.132298
   0.80131    -26.132298    -26.132298
   0.81720    -26.132298    -26.132298
   0.83310    -26.132298    -26.132298
   0.84899    -26.132299    -26.132299
   0.86488    -26.132299    -26.132299
   0.88077    -26.132299    -26.132299
   0.89666    -26.132299    -26.132299
   0.91256    -26.132300    -26.132300
   0.92845    -26.132300    -26.132300
   0.94434    -26.132300    -26.132300
   0.96023    -26.132300    -26.132300
   0.97613    -26.132300    -26.132300
   0.99202    -26.132300    -26.132300
   1.00791    -26.132299    -26.132299
   1.02380    -26.132299    -26.132299
   1.03970    -26.132299    -26.132299
   1.03970    -26.132299    -26.132299
   1.05598    -26.132299    -26.132299
   1.07227    -26.132299    -26.132299
   1.08855    -26.132300    -26.132300
   1.10484    -26.132300    -26.132300
   1.12113    -26.132300    -26.132300
   1.13741    -26.132300    -26.132300
   1.15370    -26.132300    -26.132300
   1.16999    -26.132300    -26.132300
   1.18627    -26.132300    -26.132300
   1.20256    -26.132300    -26.132300
   1.21884    -26.132299    -26.132299
   1.23513    -26.132300    -26.132300
   1.25142    -26.132300    -26.132300
   1.26770    -26.132300    -26.132300
   1.28399    -26.132300    -26.132300
   1.30028    -26.132301    -26.132301
   1.31656    -26.132300    -26.132300
   1.31656    -26.132300    -26.132300
   1.33229    -26.132300    -26.132300
   1.34802    -26.132300    -26.132300
   1.36374    -26.132300    -26.132300
   1.37947    -26.132300    -26.132300
   1.39520    -26.132300    -26.132300
   1.41093    -26.132300    -26.132300
   1.42665    -26.132300    -26.132300
   1.44238    -26.132300    -26.132300
   1.45811    -26.132300    -26.132300
   1.47384    -26.132300    -26.132300
   1.48956    -26.132299    -26.132299
   1.50529    -26.132299    -26.132299
   1.52102    -26.132299    -26.132299
   1.53675    -26.132299    -26.132299
   1.55247    -26.132299    -26.132299
   1.56820    -26.132298    -26.132298
   1.58393    -26.132298    -26.132298
   1.59965    -26.132298    -26.132298
   1.61538    -26.132298    -26.132298
   1.63111    -26.132298    -26.132298
   1.64684    -26.132297    -26.132297
   1.66256    -26.132297    -26.132297
   1.67829    -26.132297    -26.132297
   1.69402    -26.132297    -26.132297
   1.70975    -26.132297    -26.132297
   1.72547    -26.132296    -26.132296
   1.74120    -26.132296    -26.132296
   1.75693    -26.132296    -26.132296
   1.77266    -26.132297    -26.132297
   1.78838    -26.132296    -26.132296
   1.80411    -26.132296    -26.132296
   1.80411    -26.132296    -26.132296
   1.82000    -26.132296    -26.132296
   1.83590    -26.132296    -26.132296
   1.85179    -26.132295    -26.132295
   1.86768    -26.132295    -26.132295
   1.88357    -26.132296    -26.132296
   1.89947    -26.132296    -26.132296
   1.91536    -26.132296    -26.132296
   1.93125    -26.132296    -26.132296
   1.94714    -26.132296    -26.132296
   1.96303    -26.132295    -26.132295
   1.97893    -26.132295    -26.132295
   1.99482    -26.132295    -26.132295
   2.01071    -26.132295    -26.132295
   2.02660    -26.132294    -26.132294
   2.04250    -26.132294    -26.132294
   2.05839    -26.132294    -26.132294
   2.07428    -26.132294    -26.132294
   2.09017    -26.132294    -26.132294
   2.10606    -26.132294    -26.132294
   2.12196    -26.132294    -26.132294
   2.13785    -26.132294    -26.132294
   2.15374    -26.132293    -26.132293
   2.16963    -26.132294    -26.132294
   2.18553    -26.132293    -26.132293
   2.18553    -26.132293    -26.132293
   2.20125    -26.132293    -26.132293
   2.21698    -26.132293    -26.132293
   2.23271    -26.132293    -26.132293
   2.24844    -26.132294    -26.132294
   2.26416    -26.132294    -26.132294
   2.27989    -26.132295    -26.132295
   2.29562    -26.132294    -26.132294
   2.31135    -26.132294    -26.132294
   2.32707    -26.132295    -26.132295
   2.34280    -26.132295    -26.132295
   2.35853    -26.132295    -26.132295
   2.37426    -26.132295    -26.132295
   2.38998    -26.132296    -26.132296
   2.40571    -26.132296    -26.132296
   2.42144    -26.132296    -26.132296
   2.43717    -26.132297    -26.132297
   2.45289    -26.132297    -26.132297
   2.46862    -26.132297    -26.132297
   2.48435    -26.132297    -26.132297
   2.50007    -26.132297    -26.132297
   2.51580    -26.132297    -26.132297
   2.53153    -26.132297    -26.132297
   2.54726    -26.132297    -26.132297
   2.56298    -26.132297    -26.132297
   2.57871    -26.132297    -26.132297
   2.59444    -26.132297    -26.132297
   2.61017    -26.132297    -26.132297
   2.62589    -26.132297    -26.132297
   2.64162    -26.132298    -26.132298
   2.65735    -26.132297    -26.132297
   2.67308    -26.132297    -26.132297
   2.67308    -26.132297    -26.132297
   2.68911    -26.132298    -26.132298
   2.70515    -26.132297    -26.132297
   2.72118    -26.132297    -26.132297
   2.73722    -26.132297    -26.132297
   2.75325    -26.132297    -26.132297
   2.76929    -26.132296    -26.132296
   2.78532    -26.132296    -26.132296
   2.80136    -26.132296    -26.132296
   2.81739    -26.132297    -26.132297
   2.83343    -26.132296    -26.132296
   2.84946    -26.132296    -26.132296
   2.86550    -26.132296    -26.132296
   2.88153    -26.132295    -26.132295
   2.89757    -26.132294    -26.132294
   2.91360    -26.132294    -26.132294
   2.92964    -26.132294    -26.132294
   2.94567    -26.132294    -26.132294
   2.96171    -26.132294    -26.132294
   2.97774    -26.132295    -26.132295
   2.99378    -26.132295    -26.132295
   3.00981    -26.132294    -26.132294
   3.02585    -26.132295    -26.132295
   3.04188    -26.132295    -26.132295
   3.05792    -26.132294    -26.132294
   3.07395    -26.132294    -26.132294
   3.07395    -26.132294    -26.132294
   3.08985    -26.132294    -26.132294
   3.10574    -26.132294    -26.132294
   3.12163    -26.132295    -26.132295
