#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 173 128
# Band-Index    1
   0.00000    -45.117632    -45.117641
   0.01562    -45.117632    -45.117641
   0.03125    -45.117632    -45.117641
   0.04687    -45.117632    -45.117640
   0.06250    -45.117632    -45.117640
   0.07812    -45.117632    -45.117640
   0.09375    -45.117632    -45.117640
   0.10937    -45.117632    -45.117640
   0.12500    -45.117632    -45.117640
   0.14062    -45.117632    -45.117640
   0.15624    -45.117632    -45.117640
   0.17187    -45.117632    -45.117640
   0.18749    -45.117632    -45.117640
   0.20312    -45.117632    -45.117640
   0.21874    -45.117632    -45.117640
   0.23437    -45.117632    -45.117640
   0.24999    -45.117632    -45.117640
   0.26562    -45.117631    -45.117640
   0.28124    -45.117631    -45.117640
   0.29687    -45.117631    -45.117640
   0.31249    -45.117631    -45.117639
   0.32811    -45.117631    -45.117639
   0.34374    -45.117631    -45.117639
   0.35936    -45.117631    -45.117639
   0.37499    -45.117631    -45.117639
   0.39061    -45.117631    -45.117640
   0.40624    -45.117631    -45.117640
   0.42186    -45.117631    -45.117640
   0.43749    -45.117632    -45.117640
   0.45311    -45.117632    -45.117640
   0.46873    -45.117632    -45.117640
   0.48436    -45.117632    -45.117640
   0.49998    -45.117632    -45.117640
   0.51561    -45.117632    -45.117640
   0.53123    -45.117632    -45.117640
   0.54686    -45.117632    -45.117640
   0.56248    -45.117631    -45.117640
   0.57811    -45.117631    -45.117640
   0.59373    -45.117631    -45.117640
   0.59373    -45.117631    -45.117640
   0.61122    -45.117631    -45.117640
   0.62872    -45.117631    -45.117640
   0.64621    -45.117631    -45.117640
   0.66370    -45.117631    -45.117640
   0.68120    -45.117631    -45.117640
   0.69869    -45.117631    -45.117640
   0.71618    -45.117631    -45.117640
   0.73367    -45.117631    -45.117640
   0.75117    -45.117631    -45.117640
   0.76866    -45.117631    -45.117640
   0.78615    -45.117631    -45.117640
   0.80365    -45.117632    -45.117640
   0.80365    -45.117632    -45.117640
   0.81939    -45.117632    -45.117640
   0.83513    -45.117632    -45.117640
   0.85088    -45.117632    -45.117640
   0.86662    -45.117632    -45.117640
   0.88236    -45.117632    -45.117640
   0.89811    -45.117632    -45.117640
   0.91385    -45.117632    -45.117640
   0.92959    -45.117632    -45.117640
   0.94534    -45.117632    -45.117640
   0.96108    -45.117632    -45.117640
   0.97683    -45.117632    -45.117640
   0.99257    -45.117632    -45.117640
   1.00831    -45.117632    -45.117640
   1.02406    -45.117631    -45.117640
   1.03980    -45.117631    -45.117640
   1.05554    -45.117631    -45.117640
   1.07129    -45.117631    -45.117640
   1.08703    -45.117631    -45.117640
   1.10278    -45.117631    -45.117640
   1.11852    -45.117631    -45.117640
   1.13426    -45.117631    -45.117640
   1.15001    -45.117631    -45.117640
   1.16575    -45.117631    -45.117640
   1.18149    -45.117632    -45.117640
   1.19724    -45.117632    -45.117640
   1.21298    -45.117632    -45.117640
   1.22872    -45.117632    -45.117640
   1.24447    -45.117632    -45.117640
   1.26021    -45.117632    -45.117640
   1.27596    -45.117632    -45.117640
   1.29170    -45.117631    -45.117640
   1.30744    -45.117632    -45.117640
   1.32319    -45.117632    -45.117640
   1.33893    -45.117632    -45.117640
   1.35467    -45.117632    -45.117640
   1.37042    -45.117632    -45.117640
   1.38616    -45.117632    -45.117640
   1.40190    -45.117632    -45.117641
   1.41765    -45.117632    -45.117641
   1.43339    -45.117632    -45.117641
   1.43339    -45.117632    -45.117641
   1.44897    -45.117632    -45.117641
   1.46455    -45.117632    -45.117641
   1.48014    -45.117632    -45.117640
   1.49572    -45.117632    -45.117640
   1.51130    -45.117632    -45.117640
   1.52688    -45.117632    -45.117640
   1.54246    -45.117632    -45.117640
   1.55804    -45.117632    -45.117640
   1.57362    -45.117632    -45.117640
   1.58921    -45.117632    -45.117640
   1.60479    -45.117632    -45.117640
   1.62037    -45.117631    -45.117640
   1.63595    -45.117631    -45.117640
   1.65153    -45.117632    -45.117640
   1.66711    -45.117632    -45.117640
   1.68269    -45.117632    -45.117640
   1.69828    -45.117632    -45.117640
   1.71386    -45.117631    -45.117640
   1.72944    -45.117631    -45.117640
   1.74502    -45.117631    -45.117640
   1.76060    -45.117631    -45.117640
   1.77618    -45.117631    -45.117640
   1.79176    -45.117631    -45.117640
   1.80734    -45.117631    -45.117640
   1.82293    -45.117631    -45.117640
   1.83851    -45.117631    -45.117640
   1.85409    -45.117631    -45.117640
   1.86967    -45.117631    -45.117640
   1.88525    -45.117631    -45.117640
   1.90083    -45.117631    -45.117640
   1.91641    -45.117631    -45.117640
   1.93200    -45.117631    -45.117640
   1.94758    -45.117632    -45.117640
   1.94758    -45.117632    -45.117640
   1.96372    -45.117632    -45.117640
   1.97987    -45.117631    -45.117640
   1.99602    -45.117631    -45.117640
   2.01217    -45.117631    -45.117640
   2.02831    -45.117631    -45.117640
   2.04446    -45.117631    -45.117640
   2.06061    -45.117631    -45.117640
   2.07676    -45.117632    -45.117640
   2.09290    -45.117631    -45.117640
   2.10905    -45.117631    -45.117640
   2.12520    -45.117631    -45.117640
   2.14135    -45.117631    -45.117640
   2.15749    -45.117631    -45.117640
   2.17364    -45.117631    -45.117640
   2.18979    -45.117631    -45.117640
   2.20593    -45.117631    -45.117640
   2.22208    -45.117631    -45.117640
   2.23823    -45.117631    -45.117640
   2.25438    -45.117631    -45.117640
   2.27052    -45.117632    -45.117640
   2.28667    -45.117632    -45.117640
   2.30282    -45.117632    -45.117640
   2.31897    -45.117632    -45.117640
   2.33511    -45.117632    -45.117640
   2.35126    -45.117632    -45.117640
   2.36741    -45.117632    -45.117640
   2.36741    -45.117632    -45.117640
   2.38390    -45.117632    -45.117640
   2.40039    -45.117632    -45.117640
   2.41689    -45.117632    -45.117640
   2.43338    -45.117632    -45.117640
   2.44987    -45.117632    -45.117640
   2.46636    -45.117632    -45.117640
   2.48286    -45.117632    -45.117640
   2.49935    -45.117632    -45.117640
   2.51584    -45.117632    -45.117640
   2.53233    -45.117632    -45.117640
   2.54883    -45.117632    -45.117640
   2.56532    -45.117631    -45.117640
   2.58181    -45.117631    -45.117640
   2.59830    -45.117631    -45.117640
   2.61480    -45.117631    -45.117640
   2.63129    -45.117631    -45.117640
   2.64778    -45.117631    -45.117640
   2.66427    -45.117631    -45.117640
 
# Band-Index    2
   2.66427    -21.247271    -21.247272
   2.64778    -21.247271    -21.247271
   2.63129    -21.247269    -21.247270
   2.61480    -21.247266    -21.247267
   2.59830    -21.247262    -21.247263
   2.58181    -21.247256    -21.247257
   2.56532    -21.247249    -21.247249
   2.54883    -21.247240    -21.247240
   2.53233    -21.247229    -21.247230
   2.51584    -21.247217    -21.247218
   2.49935    -21.247205    -21.247206
   2.48286    -21.247192    -21.247192
   2.46636    -21.247177    -21.247178
   2.44987    -21.247162    -21.247163
   2.43338    -21.247147    -21.247148
   2.41689    -21.247131    -21.247132
   2.40039    -21.247115    -21.247116
   2.38390    -21.247099    -21.247100
   2.36741    -21.247085    -21.247086
   2.36741    -21.247085    -21.247086
   2.35126    -21.247086    -21.247087
   2.33511    -21.247091    -21.247092
   2.31897    -21.247100    -21.247101
   2.30282    -21.247111    -21.247112
   2.28667    -21.247125    -21.247125
   2.27052    -21.247139    -21.247140
