#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 352 104
# Band-Index    1
   0.00000    -28.972338
   0.01566    -28.972337
   0.03133    -28.972337
   0.04699    -28.972337
   0.06265    -28.972337
   0.07832    -28.972337
   0.09398    -28.972336
   0.10964    -28.972336
   0.12530    -28.972337
   0.14097    -28.972336
   0.15663    -28.972336
   0.17229    -28.972336
   0.18796    -28.972335
   0.20362    -28.972335
   0.21928    -28.972335
   0.23495    -28.972335
   0.25061    -28.972335
   0.26627    -28.972335
   0.28194    -28.972335
   0.29760    -28.972336
   0.31326    -28.972336
   0.32892    -28.972336
   0.34459    -28.972336
   0.36025    -28.972335
   0.37591    -28.972335
   0.39158    -28.972335
   0.40724    -28.972335
   0.42290    -28.972335
   0.43857    -28.972335
   0.45423    -28.972335
   0.46989    -28.972335
   0.48556    -28.972336
   0.48556    -28.972335
   0.49906    -28.972334
   0.51257    -28.972334
   0.52608    -28.972334
   0.53959    -28.972334
   0.55310    -28.972333
   0.56661    -28.972333
   0.58011    -28.972334
   0.59362    -28.972334
   0.60713    -28.972334
   0.62064    -28.972335
   0.63415    -28.972334
   0.64766    -28.972334
   0.66116    -28.972334
   0.67467    -28.972334
   0.68818    -28.972334
   0.70169    -28.972334
   0.71520    -28.972334
   0.72871    -28.972333
   0.74222    -28.972333
   0.75572    -28.972333
   0.76923    -28.972333
   0.78274    -28.972334
   0.79625    -28.972335
   0.80976    -28.972335
   0.82327    -28.972336
   0.83677    -28.972336
   0.85028    -28.972336
   0.86379    -28.972336
   0.87730    -28.972337
   0.89081    -28.972336
   0.90432    -28.972337
   0.91783    -28.972337
   0.93133    -28.972337
   0.94484    -28.972337
   0.95835    -28.972338
   0.95835    -28.972338
   0.97468    -28.972337
   0.99101    -28.972336
   1.00735    -28.972336
   1.02368    -28.972336
   1.04001    -28.972335
   1.05634    -28.972335
   1.07267    -28.972334
   1.08900    -28.972335
   1.10534    -28.972335
   1.12167    -28.972335
   1.13800    -28.972335
   1.15433    -28.972335
   1.17066    -28.972335
   1.18699    -28.972336
   1.20333    -28.972335
   1.21966    -28.972335
   1.23599    -28.972335
   1.25232    -28.972335
   1.26865    -28.972335
   1.28498    -28.972334
   1.30132    -28.972334
   1.31765    -28.972334
   1.33398    -28.972334
   1.35031    -28.972334
   1.36664    -28.972335
   1.38297    -28.972335
   1.39931    -28.972335
   1.41564    -28.972335
   1.43197    -28.972335
   1.44830    -28.972336
   1.44830    -28.972336
   1.45436    -28.972335
   1.46043    -28.972335
   1.46649    -28.972335
   1.47255    -28.972334
   1.47862    -28.972334
   1.48468    -28.972334
   1.49074    -28.972334
   1.49681    -28.972334
   1.50287    -28.972334
   1.50893    -28.972334
   1.51499    -28.972334
   1.52106    -28.972335
   1.52712    -28.972335
   1.53318    -28.972335
   1.53925    -28.972335
   1.54531    -28.972335
   1.55137    -28.972335
   1.55744    -28.972335
   1.56350    -28.972335
   1.56956    -28.972335
   1.57563    -28.972336
   1.58169    -28.972336
   1.58775    -28.972336
   1.59381    -28.972336
   1.59988    -28.972336
   1.60594    -28.972336
   1.61200    -28.972336
   1.61807    -28.972336
   1.62413    -28.972336
   1.63019    -28.972336
   1.63626    -28.972336
   1.64232    -28.972336
   1.64838    -28.972336
   1.65444    -28.972336
   1.66051    -28.972336
   1.66657    -28.972335
   1.67263    -28.972335
   1.67870    -28.972335
   1.68476    -28.972335
   1.69082    -28.972335
   1.69689    -28.972335
   1.70295    -28.972335
   1.70901    -28.972335
   1.71508    -28.972335
   1.72114    -28.972335
   1.72720    -28.972335
   1.73326    -28.972335
   1.73933    -28.972335
   1.74539    -28.972335
   1.75145    -28.972335
   1.75752    -28.972335
   1.76358    -28.972336
   1.76964    -28.972336
   1.77571    -28.972336
   1.78177    -28.972336
   1.78783    -28.972336
   1.79390    -28.972336
   1.79996    -28.972336
   1.80602    -28.972336
   1.81208    -28.972336
   1.81815    -28.972336
   1.82421    -28.972336
   1.83027    -28.972337
   1.83634    -28.972337
   1.84240    -28.972337
