#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 171 128
# Band-Index    1
   0.00000    -21.809379    -21.809379
   0.01570    -21.809379    -21.809379
   0.03140    -21.809379    -21.809379
   0.04710    -21.809378    -21.809379
   0.06280    -21.809378    -21.809379
   0.07851    -21.809377    -21.809378
   0.09421    -21.809378    -21.809378
   0.10991    -21.809380    -21.809380
   0.12561    -21.809382    -21.809382
   0.14131    -21.809384    -21.809385
   0.15701    -21.809387    -21.809387
   0.17271    -21.809391    -21.809391
   0.18841    -21.809394    -21.809395
   0.20411    -21.809397    -21.809397
   0.21981    -21.809399    -21.809399
   0.23552    -21.809401    -21.809402
   0.25122    -21.809403    -21.809404
   0.26692    -21.809404    -21.809404
   0.28262    -21.809405    -21.809406
   0.29832    -21.809407    -21.809407
   0.31402    -21.809409    -21.809410
   0.32972    -21.809411    -21.809412
   0.34542    -21.809413    -21.809413
   0.36112    -21.809415    -21.809415
   0.37682    -21.809419    -21.809419
   0.39253    -21.809421    -21.809421
   0.40823    -21.809423    -21.809423
   0.42393    -21.809425    -21.809426
   0.43963    -21.809444    -21.809445
   0.45533    -21.809467    -21.809468
   0.47103    -21.809495    -21.809496
   0.48673    -21.809521    -21.809522
   0.50243    -21.809544    -21.809545
   0.51813    -21.809562    -21.809563
   0.53384    -21.809575    -21.809575
   0.54954    -21.809586    -21.809587
   0.56524    -21.809594    -21.809595
   0.58094    -21.809589    -21.809590
   0.58094    -21.809589    -21.809590
   0.59805    -21.809591    -21.809591
   0.61517    -21.809593    -21.809593
   0.63229    -21.809592    -21.809592
   0.64940    -21.809590    -21.809591
   0.66652    -21.809589    -21.809589
   0.68363    -21.809585    -21.809585
   0.70075    -21.809580    -21.809581
   0.71787    -21.809574    -21.809575
   0.73498    -21.809568    -21.809568
   0.75210    -21.809562    -21.809563
   0.76921    -21.809556    -21.809556
   0.78633    -21.809549    -21.809550
   0.78633    -21.809544    -21.809545
   0.80174    -21.809539    -21.809539
   0.81714    -21.809533    -21.809534
   0.83254    -21.809527    -21.809527
   0.84795    -21.809519    -21.809520
   0.86335    -21.809513    -21.809513
   0.87876    -21.809507    -21.809507
   0.89416    -21.809500    -21.809500
   0.90957    -21.809493    -21.809493
   0.92497    -21.809485    -21.809486
   0.94038    -21.809478    -21.809478
   0.95578    -21.809472    -21.809472
   0.97118    -21.809465    -21.809465
   0.98659    -21.809458    -21.809459
   1.00199    -21.809452    -21.809453
   1.01740    -21.809446    -21.809446
   1.03280    -21.809439    -21.809439
   1.04821    -21.809433    -21.809434
   1.06361    -21.809426    -21.809427
   1.07902    -21.809419    -21.809420
   1.09442    -21.809414    -21.809414
   1.10982    -21.809408    -21.809408
   1.12523    -21.809403    -21.809404
   1.14063    -21.809400    -21.809400
   1.15604    -21.809396    -21.809396
   1.17144    -21.809393    -21.809394
   1.18685    -21.809390    -21.809391
   1.20225    -21.809388    -21.809389
   1.21766    -21.809386    -21.809387
   1.23306    -21.809385    -21.809385
   1.24846    -21.809382    -21.809383
   1.26387    -21.809381    -21.809381
   1.27927    -21.809378    -21.809379
   1.29468    -21.809376    -21.809376
   1.31008    -21.809374    -21.809374
   1.32549    -21.809374    -21.809374
   1.34089    -21.809374    -21.809374
   1.35630    -21.809374    -21.809375
   1.37170    -21.809377    -21.809377
   1.38710    -21.809378    -21.809379
   1.40251    -21.809379    -21.809379
   1.40251    -21.809379    -21.809379
   1.41823    -21.809379    -21.809379
   1.43395    -21.809378    -21.809378
   1.44968    -21.809376    -21.809376
   1.46540    -21.809375    -21.809375
   1.48112    -21.809376    -21.809376
   1.49684    -21.809377    -21.809378
   1.51256    -21.809378    -21.809379
