#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 176 128
# Band-Index    1
   0.00000    -22.057859    -22.057859
   0.01566    -22.057859    -22.057859
   0.03132    -22.057861    -22.057861
   0.04698    -22.057864    -22.057864
   0.06265    -22.057851    -22.057851
   0.07831    -22.057834    -22.057834
   0.09397    -22.057844    -22.057844
   0.10963    -22.057851    -22.057850
   0.12529    -22.057853    -22.057852
   0.14095    -22.057857    -22.057857
   0.15661    -22.057858    -22.057858
   0.17228    -22.057855    -22.057855
   0.18794    -22.057855    -22.057855
   0.20360    -22.057840    -22.057840
   0.21926    -22.057837    -22.057837
   0.23492    -22.057837    -22.057836
   0.25058    -22.057838    -22.057838
   0.26624    -22.057826    -22.057825
   0.28191    -22.057827    -22.057827
   0.29757    -22.057842    -22.057842
   0.31323    -22.057816    -22.057816
   0.32889    -22.057811    -22.057811
   0.34455    -22.057804    -22.057804
   0.36021    -22.057817    -22.057817
   0.37587    -22.057821    -22.057821
   0.39154    -22.057823    -22.057823
   0.40720    -22.057824    -22.057824
   0.42286    -22.057824    -22.057824
   0.43852    -22.057813    -22.057813
   0.45418    -22.057804    -22.057804
   0.46984    -22.057795    -22.057795
   0.48550    -22.057806    -22.057805
   0.50117    -22.057817    -22.057817
   0.51683    -22.057815    -22.057815
   0.53249    -22.057812    -22.057812
   0.54815    -22.057823    -22.057822
   0.56381    -22.057823    -22.057823
   0.57947    -22.057841    -22.057840
   0.59513    -22.057843    -22.057843
   0.59513    -22.057843    -22.057843
   0.61132    -22.057839    -22.057839
   0.62751    -22.057830    -22.057830
   0.64370    -22.057821    -22.057821
   0.65989    -22.057823    -22.057823
   0.67607    -22.057831    -22.057830
   0.69226    -22.057826    -22.057826
   0.70845    -22.057823    -22.057823
   0.72464    -22.057827    -22.057827
   0.74083    -22.057828    -22.057828
   0.75702    -22.057840    -22.057840
   0.77320    -22.057837    -22.057836
   0.78939    -22.057830    -22.057829
   0.80558    -22.057837    -22.057837
   0.80558    -22.057832    -22.057832
   0.82098    -22.057830    -22.057830
   0.83637    -22.057827    -22.057827
   0.85177    -22.057815    -22.057814
   0.86716    -22.057819    -22.057819
   0.88256    -22.057827    -22.057826
   0.89796    -22.057826    -22.057825
   0.91335    -22.057828    -22.057828
   0.92875    -22.057829    -22.057828
   0.94414    -22.057837    -22.057837
   0.95954    -22.057832    -22.057832
   0.97494    -22.057827    -22.057827
   0.99033    -22.057830    -22.057830
   1.00573    -22.057837    -22.057837
   1.02112    -22.057834    -22.057834
   1.03652    -22.057839    -22.057838
   1.05191    -22.057842    -22.057842
   1.06731    -22.057840    -22.057840
   1.08271    -22.057836    -22.057836
   1.09810    -22.057827    -22.057827
   1.11350    -22.057836    -22.057836
   1.12889    -22.057835    -22.057834
   1.14429    -22.057845    -22.057845
   1.15969    -22.057848    -22.057848
   1.17508    -22.057854    -22.057854
   1.19048    -22.057846    -22.057845
   1.20587    -22.057859    -22.057859
   1.22127    -22.057864    -22.057864
   1.23667    -22.057866    -22.057865
   1.25206    -22.057866    -22.057866
   1.26746    -22.057862    -22.057862
