#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 314 128
# Band-Index    1
   0.00000    -40.216695    -40.216695
   0.01544    -40.216694    -40.216694
   0.03088    -40.216696    -40.216697
   0.04631    -40.216699    -40.216699
   0.06175    -40.216701    -40.216702
   0.07719    -40.216704    -40.216704
   0.09263    -40.216703    -40.216704
   0.10807    -40.216704    -40.216704
   0.12350    -40.216703    -40.216703
   0.13894    -40.216704    -40.216704
   0.15438    -40.216704    -40.216704
   0.16982    -40.216704    -40.216705
   0.18526    -40.216704    -40.216705
   0.20069    -40.216705    -40.216705
   0.21613    -40.216705    -40.216705
   0.23157    -40.216705    -40.216706
   0.24701    -40.216704    -40.216705
   0.26244    -40.216704    -40.216704
   0.27788    -40.216704    -40.216705
   0.29332    -40.216705    -40.216705
   0.30876    -40.216706    -40.216706
   0.32420    -40.216705    -40.216706
   0.33963    -40.216706    -40.216706
   0.35507    -40.216705    -40.216706
   0.37051    -40.216707    -40.216707
   0.38595    -40.216707    -40.216707
   0.40139    -40.216705    -40.216706
   0.41682    -40.216706    -40.216706
   0.43226    -40.216706    -40.216706
   0.44770    -40.216705    -40.216706
   0.46314    -40.216705    -40.216705
   0.47858    -40.216703    -40.216703
   0.49401    -40.216703    -40.216703
   0.50945    -40.216703    -40.216703
   0.52489    -40.216702    -40.216702
   0.54033    -40.216701    -40.216702
   0.55577    -40.216702    -40.216702
   0.57120    -40.216702    -40.216702
   0.58664    -40.216699    -40.216700
   0.60208    -40.216699    -40.216700
   0.61752    -40.216700    -40.216700
   0.63296    -40.216701    -40.216701
   0.64839    -40.216702    -40.216702
   0.66383    -40.216702    -40.216702
   0.67927    -40.216702    -40.216703
   0.69471    -40.216703    -40.216703
   0.71014    -40.216703    -40.216703
   0.72558    -40.216702    -40.216703
   0.74102    -40.216701    -40.216701
   0.75646    -40.216700    -40.216700
   0.77190    -40.216700    -40.216700
   0.78733    -40.216699    -40.216699
   0.80277    -40.216698    -40.216698
   0.81821    -40.216698    -40.216699
   0.83365    -40.216701    -40.216701
   0.84909    -40.216700    -40.216700
   0.84909    -40.216700    -40.216700
   0.86491    -40.216701    -40.216701
   0.88072    -40.216698    -40.216698
   0.89654    -40.216698    -40.216698
   0.91236    -40.216698    -40.216698
   0.92818    -40.216699    -40.216699
   0.94400    -40.216700    -40.216700
   0.95982    -40.216698    -40.216699
   0.97564    -40.216700    -40.216700
   0.99146    -40.216701    -40.216701
   1.00728    -40.216700    -40.216700
   1.02310    -40.216701    -40.216701
   1.03892    -40.216701    -40.216701
   1.05474    -40.216701    -40.216702
   1.07056    -40.216703    -40.216703
   1.08638    -40.216702    -40.216702
   1.10220    -40.216702    -40.216702
   1.11801    -40.216702    -40.216702
   1.13383    -40.216702    -40.216702
   1.14965    -40.216701    -40.216701
   1.16547    -40.216701    -40.216701
   1.18129    -40.216701    -40.216702
   1.19711    -40.216701    -40.216702
   1.21293    -40.216702    -40.216702
   1.22875    -40.216704    -40.216704
   1.24457    -40.216704    -40.216704
   1.26039    -40.216704    -40.216704
   1.27621    -40.216704    -40.216705
   1.29203    -40.216705    -40.216705
   1.30785    -40.216705    -40.216705
   1.32367    -40.216706    -40.216706
   1.32367    -40.216702    -40.216703
   1.33897    -40.216702    -40.216703
   1.35428    -40.216703    -40.216703
   1.36959    -40.216701    -40.216702
   1.38490    -40.216701    -40.216701
   1.40021    -40.216701    -40.216701
   1.41551    -40.216701    -40.216701
   1.43082    -40.216701    -40.216701
   1.44613    -40.216700    -40.216700
   1.46144    -40.216702    -40.216702
   1.47675    -40.216702    -40.216702
   1.49206    -40.216701    -40.216701
   1.50736    -40.216700    -40.216700
   1.52267    -40.216701    -40.216701
   1.53798    -40.216701    -40.216701
   1.55329    -40.216701    -40.216702
   1.56860    -40.216702    -40.216702
   1.58390    -40.216703    -40.216703
   1.59921    -40.216703    -40.216703
   1.61452    -40.216703    -40.216703
   1.62983    -40.216704    -40.216704
   1.64514    -40.216703    -40.216703
