#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 180 128
# Band-Index    1
   0.00000    -45.631835    -45.631834
   0.01560    -45.631835    -45.631833
   0.03119    -45.631835    -45.631833
   0.04679    -45.631835    -45.631833
   0.06238    -45.631835    -45.631833
   0.07798    -45.631835    -45.631833
   0.09357    -45.631835    -45.631833
   0.10917    -45.631835    -45.631833
   0.12476    -45.631835    -45.631833
   0.14036    -45.631835    -45.631805
   0.15596    -45.631834    -45.631833
   0.17155    -45.631835    -45.631833
   0.18715    -45.631835    -45.631833
   0.20274    -45.631835    -45.631833
   0.21834    -45.631835    -45.631833
   0.23393    -45.631835    -45.631833
   0.24953    -45.631835    -45.631833
   0.26513    -45.631835    -45.631683
   0.28072    -45.631835    -45.628819
   0.29632    -45.631835    -45.631833
   0.31191    -45.631835    -45.631833
   0.32751    -45.631835    -45.631833
   0.34310    -45.631835    -45.631496
   0.35870    -45.631835    -45.631833
   0.37429    -45.631834    -45.631833
   0.38989    -45.631834    -45.631833
   0.40549    -45.631834    -45.631833
   0.42108    -45.631834    -45.631833
   0.43668    -45.631834    -45.631833
   0.45227    -45.631835    -45.631833
   0.46787    -45.631835    -45.631833
   0.48346    -45.631835    -45.631833
   0.49906    -45.631835    -45.631833
   0.51465    -45.631835    -45.631833
   0.53025    -45.631835    -45.631833
   0.54585    -45.631835    -45.631833
   0.56144    -45.631835    -45.631833
   0.57704    -45.631835    -45.631833
   0.59263    -45.631835    -45.631833
   0.60823    -45.631835    -45.631833
   0.60823    -45.631835    -45.631833
   0.62477    -45.631835    -45.631833
   0.64131    -45.631835    -45.631833
   0.65785    -45.631835    -45.631833
   0.67439    -45.631835    -45.631833
   0.69094    -45.631834    -45.631833
   0.70748    -45.631834    -45.631833
   0.72402    -45.631834    -45.631833
   0.74056    -45.631834    -45.631833
   0.75710    -45.631834    -45.631833
   0.77364    -45.631834    -45.631833
   0.79019    -45.631834    -45.631833
   0.80673    -45.631835    -45.631833
   0.82327    -45.631835    -45.631833
   0.82327    -45.631835    -45.631833
   0.83863    -45.631835    -45.631833
   0.85399    -45.631835    -45.631833
   0.86935    -45.631835    -45.631833
   0.88471    -45.631835    -45.631833
   0.90007    -45.631834    -45.631833
   0.91543    -45.631835    -45.631833
   0.93079    -45.631835    -45.631833
   0.94615    -45.631835    -45.631833
   0.96151    -45.631835    -45.631833
   0.97687    -45.631835    -45.631833
   0.99223    -45.631835    -45.631833
   1.00759    -45.631835    -45.631833
   1.02295    -45.631835    -45.631833
   1.03831    -45.631835    -45.631834
   1.05367    -45.631835    -45.631833
   1.06903    -45.631835    -45.631833
   1.08439    -45.631835    -45.631833
   1.09975    -45.631835    -45.631833
   1.11511    -45.631835    -45.631833
   1.13047    -45.631835    -45.631833
   1.14583    -45.631835    -45.631833
   1.16119    -45.631835    -45.631833
   1.17655    -45.631835    -45.631833
   1.19191    -45.631835    -45.631833
   1.20727    -45.631835    -45.631833
   1.22263    -45.631835    -45.631833
   1.23799    -45.631834    -45.631833
   1.25335    -45.631835    -45.631781
   1.26871    -45.631834    -45.631833
   1.28407    -45.631835    -45.631833
   1.29943    -45.631834    -45.631833
   1.31479    -45.631835    -45.631833
   1.33015    -45.631835    -45.631833
   1.34551    -45.631835    -45.631833
   1.36087    -45.631835    -45.631833
   1.37623    -45.631835    -45.631833
   1.39159    -45.631835    -45.631833
   1.40695    -45.631834    -45.631833
   1.42231    -45.631835    -45.631833
   1.43767    -45.631835    -45.631833
   1.45303    -45.631835    -45.631833
   1.46839    -45.631835    -45.631834
   1.46839    -45.631835    -45.631834
   1.48389    -45.631835    -45.631833
   1.49938    -45.631835    -45.631833
   1.51487    -45.631835    -45.631833
   1.53036    -45.631835    -45.631833
   1.54586    -45.631835    -45.631833
   1.56135    -45.631835    -45.631833
   1.57684    -45.631835    -45.631833
   1.59233    -45.631835    -45.631833
   1.60782    -45.631834    -45.631833
   1.62332    -45.631835    -45.631833
   1.63881    -45.631835    -45.631833
   1.65430    -45.631835    -45.631833
   1.66979    -45.631835    -45.631833
   1.68529    -45.631835    -45.631833
   1.70078    -45.631835    -45.631833
   1.71627    -45.631835    -45.631833
   1.73176    -45.631835    -45.631833
