#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 252 152
# Band-Index    1
   0.00000    -41.691900    -41.691900
   0.01597    -41.691900    -41.691900
   0.03194    -41.691900    -41.691900
   0.04790    -41.691900    -41.691900
   0.06387    -41.691900    -41.691900
   0.07984    -41.691900    -41.691900
   0.09581    -41.691899    -41.691900
   0.11177    -41.691899    -41.691899
   0.12774    -41.691899    -41.691899
   0.14371    -41.691899    -41.691899
   0.15968    -41.691899    -41.691899
   0.17564    -41.691899    -41.691899
   0.19161    -41.691899    -41.691899
   0.20758    -41.691899    -41.691899
   0.22355    -41.691899    -41.691899
   0.23951    -41.691899    -41.691900
   0.25548    -41.691899    -41.691899
   0.27145    -41.691899    -41.691899
   0.28742    -41.691899    -41.691899
   0.30338    -41.691899    -41.691899
   0.31935    -41.691899    -41.691899
   0.33532    -41.691900    -41.691900
   0.35129    -41.691900    -41.691900
   0.36725    -41.691900    -41.691900
   0.38322    -41.691900    -41.691900
   0.38322    -41.691900    -41.691900
   0.39959    -41.691900    -41.691900
   0.41595    -41.691900    -41.691900
   0.43232    -41.691900    -41.691900
   0.44869    -41.691900    -41.691900
   0.46506    -41.691900    -41.691900
   0.48142    -41.691900    -41.691900
   0.49779    -41.691900    -41.691900
   0.51416    -41.691899    -41.691900
   0.53053    -41.691899    -41.691899
   0.54689    -41.691899    -41.691899
   0.56326    -41.691899    -41.691900
   0.57963    -41.691900    -41.691900
   0.59600    -41.691900    -41.691900
   0.61236    -41.691900    -41.691900
   0.62873    -41.691900    -41.691900
   0.64510    -41.691900    -41.691900
   0.66147    -41.691900    -41.691900
   0.66147    -41.691900    -41.691900
   0.67743    -41.691900    -41.691900
   0.69340    -41.691901    -41.691901
   0.70937    -41.691900    -41.691900
   0.72534    -41.691900    -41.691900
   0.74130    -41.691900    -41.691900
   0.75727    -41.691900    -41.691900
   0.77324    -41.691900    -41.691900
   0.78921    -41.691899    -41.691899
   0.80517    -41.691899    -41.691899
   0.82114    -41.691899    -41.691899
   0.83711    -41.691899    -41.691899
   0.85308    -41.691899    -41.691899
   0.86904    -41.691900    -41.691900
   0.88501    -41.691900    -41.691900
   0.90098    -41.691900    -41.691900
   0.91695    -41.691900    -41.691900
   0.93291    -41.691900    -41.691900
   0.94888    -41.691900    -41.691900
   0.96485    -41.691900    -41.691900
   0.98082    -41.691900    -41.691900
   0.99678    -41.691900    -41.691900
   1.01275    -41.691900    -41.691900
   1.02872    -41.691900    -41.691900
   1.04469    -41.691900    -41.691900
   1.04469    -41.691900    -41.691900
   1.06105    -41.691900    -41.691900
   1.07742    -41.691900    -41.691900
   1.09379    -41.691899    -41.691899
   1.11015    -41.691899    -41.691899
   1.12652    -41.691899    -41.691899
   1.14289    -41.691899    -41.691900
   1.15926    -41.691900    -41.691900
   1.17562    -41.691900    -41.691900
   1.19199    -41.691900    -41.691900
   1.20836    -41.691900    -41.691900
   1.22473    -41.691899    -41.691899
   1.24109    -41.691899    -41.691899
   1.25746    -41.691899    -41.691899
   1.27383    -41.691899    -41.691899
   1.29020    -41.691900    -41.691900
   1.30656    -41.691900    -41.691900
   1.32293    -41.691900    -41.691900
   1.32293    -41.691900    -41.691900
   1.33858    -41.691900    -41.691900
   1.35424    -41.691900    -41.691900
   1.36989    -41.691899    -41.691899
   1.38555    -41.691899    -41.691899
   1.40120    -41.691899    -41.691899
   1.41686    -41.691899    -41.691899
   1.43251    -41.691899    -41.691899
   1.44817    -41.691900    -41.691900
   1.46382    -41.691900    -41.691900
   1.47948    -41.691900    -41.691900
   1.49513    -41.691900    -41.691900
   1.51078    -41.691900    -41.691900
   1.52644    -41.691900    -41.691900
   1.54209    -41.691899    -41.691900
   1.55775    -41.691900    -41.691900
   1.57340    -41.691899    -41.691899
   1.58906    -41.691900    -41.691900
   1.60471    -41.691900    -41.691900
   1.62037    -41.691900    -41.691900
   1.63602    -41.691900    -41.691900
   1.65168    -41.691900    -41.691900
   1.66733    -41.691901    -41.691901
   1.68298    -41.691901    -41.691901
   1.69864    -41.691901    -41.691901
   1.71429    -41.691901    -41.691901
   1.72995    -41.691901    -41.691901
   1.74560    -41.691901    -41.691901
   1.76126    -41.691901    -41.691901
   1.77691    -41.691901    -41.691901
   1.79257    -41.691901    -41.691901
   1.80822    -41.691901    -41.691901
   1.80822    -41.691901    -41.691901
   1.82419    -41.691901    -41.691901
   1.84016    -41.691900    -41.691900
   1.85612    -41.691900    -41.691900
   1.87209    -41.691900    -41.691900
   1.88806    -41.691900    -41.691900
   1.90403    -41.691900    -41.691900
   1.91999    -41.691900    -41.691900
   1.93596    -41.691901    -41.691901
   1.95193    -41.691901    -41.691901
   1.96790    -41.691901    -41.691901
   1.98386    -41.691900    -41.691900
   1.99983    -41.691900    -41.691900
   2.01580    -41.691900    -41.691900
   2.03177    -41.691900    -41.691900
   2.04773    -41.691900    -41.691900
   2.06370    -41.691900    -41.691900
   2.07967    -41.691900    -41.691900
   2.09564    -41.691900    -41.691900
   2.11160    -41.691900    -41.691900
   2.12757    -41.691900    -41.691900
   2.14354    -41.691899    -41.691899
   2.15951    -41.691898    -41.691898
   2.17547    -41.691898    -41.691898
   2.19144    -41.691898    -41.691898
   2.19144    -41.691898    -41.691898
   2.20710    -41.691898    -41.691898
   2.22275    -41.691898    -41.691898
   2.23840    -41.691899    -41.691899
   2.25406    -41.691899    -41.691899
   2.26971    -41.691900    -41.691900
   2.28537    -41.691900    -41.691900
   2.30102    -41.691900    -41.691900
   2.31668    -41.691899    -41.691900
   2.33233    -41.691899    -41.691899
   2.34799    -41.691899    -41.691899
   2.36364    -41.691900    -41.691900
   2.37929    -41.691900    -41.691900
   2.39495    -41.691900    -41.691900
   2.41060    -41.691900    -41.691900
   2.42626    -41.691900    -41.691900
   2.44191    -41.691900    -41.691900
   2.45757    -41.691900    -41.691900
   2.47322    -41.691899    -41.691900
   2.48888    -41.691899    -41.691899
   2.50453    -41.691900    -41.691900
   2.52019    -41.691899    -41.691899
   2.53584    -41.691899    -41.691899
   2.55149    -41.691900    -41.691900
   2.56715    -41.691900    -41.691900
   2.58280    -41.691900    -41.691900
   2.59846    -41.691900    -41.691901
   2.61411    -41.691901    -41.691901
   2.62977    -41.691900    -41.691900
   2.64542    -41.691900    -41.691900
   2.66108    -41.691900    -41.691900
   2.67673    -41.691900    -41.691900
   2.67673    -41.691900    -41.691900
   2.69269    -41.691900    -41.691900
   2.70865    -41.691901    -41.691901
   2.72461    -41.691900    -41.691901
   2.74057    -41.691901    -41.691901
   2.75653    -41.691900    -41.691900
   2.77249    -41.691900    -41.691900
   2.78845    -41.691900    -41.691900
   2.80441    -41.691900    -41.691900
   2.82037    -41.691900    -41.691900
   2.83633    -41.691900    -41.691900
   2.85229    -41.691900    -41.691900
   2.86824    -41.691900    -41.691900
   2.88420    -41.691900    -41.691900
   2.90016    -41.691899    -41.691900
   2.91612    -41.691899    -41.691900
   2.93208    -41.691899    -41.691900
   2.94804    -41.691899    -41.691899
   2.96400    -41.691899    -41.691899
   2.97996    -41.691899    -41.691899
   2.99592    -41.691899    -41.691899
   3.01188    -41.691899    -41.691899
   3.02784    -41.691900    -41.691900
   3.04380    -41.691900    -41.691900
   3.05976    -41.691900    -41.691900
   3.07572    -41.691900    -41.691900
   3.07572    -41.691900    -41.691900
   3.09169    -41.691900    -41.691900
   3.10765    -41.691899    -41.691899
   3.12362    -41.691900    -41.691900
   3.13959    -41.691900    -41.691900
   3.15556    -41.691900    -41.691900
   3.17152    -41.691900    -41.691900
   3.18749    -41.691900    -41.691900
   3.20346    -41.691900    -41.691900
   3.21943    -41.691900    -41.691900
   3.23539    -41.691900    -41.691900
   3.25136    -41.691900    -41.691900
   3.26733    -41.691900    -41.691900
   3.28330    -41.691900    -41.691900
   3.29926    -41.691900    -41.691900
   3.31523    -41.691901    -41.691901
   3.33120    -41.691901    -41.691901
   3.34717    -41.691902    -41.691902
   3.36313    -41.691902    -41.691902
   3.37910    -41.691901    -41.691901
   3.39507    -41.691901    -41.691901
   3.41104    -41.691900    -41.691900
   3.42700    -41.691900    -41.691900
   3.44297    -41.691899    -41.691899
   3.45894    -41.691899    -41.691899
   3.45894    -41.691899    -41.691899
   3.47490    -41.691899    -41.691899
   3.49086    -41.691899    -41.691899
   3.50682    -41.691899    -41.691900
   3.52278    -41.691900    -41.691900
   3.53874    -41.691900    -41.691900
   3.55470    -41.691900    -41.691900
   3.57065    -41.691900    -41.691900
   3.58661    -41.691900    -41.691900
   3.60257    -41.691900    -41.691900
   3.61853    -41.691900    -41.691900
   3.63449    -41.691899    -41.691900
   3.65045    -41.691899    -41.691900
   3.66641    -41.691899    -41.691899
   3.68237    -41.691899    -41.691900
   3.69833    -41.691900    -41.691900
   3.71429    -41.691900    -41.691900
   3.73025    -41.691900    -41.691900
   3.74621    -41.691899    -41.691899
   3.76217    -41.691899    -41.691899
   3.77813    -41.691899    -41.691899
   3.79409    -41.691900    -41.691900
   3.81005    -41.691900    -41.691900
   3.82601    -41.691900    -41.691900
   3.84197    -41.691900    -41.691900
   3.85793    -41.691900    -41.691900
 
# Band-Index    2
   3.85793    -41.622372    -41.622372
   3.84197    -41.622372    -41.622372
   3.82601    -41.622371    -41.622372
   3.81005    -41.622372    -41.622372
   3.79409    -41.622371    -41.622371
   3.77813    -41.622371    -41.622371
   3.76217    -41.622371    -41.622371
   3.74621    -41.622371    -41.622371
   3.73025    -41.622372    -41.622372
   3.71429    -41.622372    -41.622372
   3.69833    -41.622371    -41.622372
   3.68237    -41.622371    -41.622371
   3.66641    -41.622371    -41.622371
   3.65045    -41.622371    -41.622371
   3.63449    -41.622371    -41.622371
   3.61853    -41.622371    -41.622371
   3.60257    -41.622372    -41.622372
   3.58661    -41.622372    -41.622372
   3.57065    -41.622372    -41.622372
   3.55470    -41.622372    -41.622372
   3.53874    -41.622372    -41.622372
   3.52278    -41.622372    -41.622372
   3.50682    -41.622371    -41.622371
   3.49086    -41.622371    -41.622371
   3.47490    -41.622371    -41.622371
   3.45894    -41.622371    -41.622371
   3.45894    -41.622371    -41.622371
   3.44297    -41.622371    -41.622371
   3.42700    -41.622371    -41.622372
   3.41104    -41.622372    -41.622372
   3.39507    -41.622373    -41.622373
   3.37910    -41.622373    -41.622373
   3.36313    -41.622373    -41.622373
   3.34717    -41.622373    -41.622373
   3.33120    -41.622373    -41.622373
   3.31523    -41.622372    -41.622373
   3.29926    -41.622372    -41.622372
   3.28330    -41.622371    -41.622371
   3.26733    -41.622371    -41.622371
   3.25136    -41.622372    -41.622372
   3.23539    -41.622372    -41.622372
   3.21943    -41.622372    -41.622372
   3.20346    -41.622372    -41.622372
   3.18749    -41.622371    -41.622371
   3.17152    -41.622371    -41.622371
   3.15556    -41.622372    -41.622372
   3.13959    -41.622371    -41.622372
   3.12362    -41.622371    -41.622371
   3.10765    -41.622371    -41.622371
   3.09169    -41.622371    -41.622371
   3.07572    -41.622372    -41.622372
   3.07572    -41.622372    -41.622372
   3.05976    -41.622372    -41.622372
   3.04380    -41.622372    -41.622372
   3.02784    -41.622371    -41.622371
   3.01188    -41.622371    -41.622371
   2.99592    -41.622371    -41.622371
   2.97996    -41.622371    -41.622371
   2.96400    -41.622371    -41.622371
   2.94804    -41.622371    -41.622371
   2.93208    -41.622371    -41.622371
   2.91612    -41.622371    -41.622371
   2.90016    -41.622371    -41.622371
   2.88420    -41.622371    -41.622371
   2.86824    -41.622371    -41.622371
   2.85229    -41.622371    -41.622371
   2.83633    -41.622371    -41.622372
   2.82037    -41.622372    -41.622372
   2.80441    -41.622372    -41.622372
   2.78845    -41.622372    -41.622372
   2.77249    -41.622372    -41.622372
   2.75653    -41.622372    -41.622372
   2.74057    -41.622372    -41.622372
   2.72461    -41.622372    -41.622372
   2.70865    -41.622372    -41.622372
   2.69269    -41.622372    -41.622372
   2.67673    -41.622372    -41.622372
   2.67673    -41.622372    -41.622372
   2.66108    -41.622372    -41.622372
   2.64542    -41.622372    -41.622372
   2.62977    -41.622372    -41.622372
   2.61411    -41.622372    -41.622372
   2.59846    -41.622372    -41.622372
   2.58280    -41.622372    -41.622372
   2.56715    -41.622372    -41.622372
   2.55149    -41.622372    -41.622372
   2.53584    -41.622371    -41.622371
   2.52019    -41.622371    -41.622371
   2.50453    -41.622371    -41.622371
   2.48888    -41.622371    -41.622371
   2.47322    -41.622371    -41.622371
   2.45757    -41.622371    -41.622372
   2.44191    -41.622372    -41.622372
   2.42626    -41.622372    -41.622372
   2.41060    -41.622372    -41.622372
   2.39495    -41.622372    -41.622372
   2.37929    -41.622371    -41.622372
   2.36364    -41.622371    -41.622371
   2.34799    -41.622371    -41.622371
   2.33233    -41.622371    -41.622371
   2.31668    -41.622371    -41.622371
   2.30102    -41.622371    -41.622372
   2.28537    -41.622372    -41.622372
   2.26971    -41.622371    -41.622371
   2.25406    -41.622371    -41.622371
   2.23840    -41.622370    -41.622370
   2.22275    -41.622370    -41.622370
   2.20710    -41.622370    -41.622370
   2.19144    -41.622370    -41.622370
   2.19144    -41.622370    -41.622370
   2.17547    -41.622370    -41.622370
   2.15951    -41.622370    -41.622370
   2.14354    -41.622371    -41.622371
   2.12757    -41.622371    -41.622371
   2.11160    -41.622372    -41.622372
   2.09564    -41.622372    -41.622372
   2.07967    -41.622372    -41.622372
   2.06370    -41.622371    -41.622371
   2.04773    -41.622372    -41.622372
   2.03177    -41.622372    -41.622372
   2.01580    -41.622372    -41.622372
   1.99983    -41.622372    -41.622372
   1.98386    -41.622372    -41.622372
   1.96790    -41.622372    -41.622373
   1.95193    -41.622372    -41.622372
   1.93596    -41.622373    -41.622373
   1.91999    -41.622372    -41.622372
   1.90403    -41.622372    -41.622372
   1.88806    -41.622371    -41.622372
   1.87209    -41.622372    -41.622372
   1.85612    -41.622372    -41.622372
   1.84016    -41.622372    -41.622372
   1.82419    -41.622372    -41.622372
   1.80822    -41.622373    -41.622373
   1.80822    -41.622373    -41.622373
   1.79257    -41.622373    -41.622373
   1.77691    -41.622373    -41.622373
   1.76126    -41.622373    -41.622373
   1.74560    -41.622372    -41.622373
   1.72995    -41.622372    -41.622373
   1.71429    -41.622372    -41.622373
   1.69864    -41.622372    -41.622372
   1.68298    -41.622372    -41.622372
   1.66733    -41.622372    -41.622372
   1.65168    -41.622372    -41.622372
   1.63602    -41.622372    -41.622372
   1.62037    -41.622372    -41.622372
   1.60471    -41.622372    -41.622372
   1.58906    -41.622371    -41.622371
   1.57340    -41.622371    -41.622371
   1.55775    -41.622371    -41.622371
   1.54209    -41.622371    -41.622371
   1.52644    -41.622371    -41.622372
   1.51078    -41.622372    -41.622372
   1.49513    -41.622372    -41.622372
   1.47948    -41.622372    -41.622372
   1.46382    -41.622372    -41.622372
   1.44817    -41.622371    -41.622371
   1.43251    -41.622371    -41.622371
   1.41686    -41.622370    -41.622370
   1.40120    -41.622370    -41.622370
   1.38555    -41.622371    -41.622371
   1.36989    -41.622371    -41.622371
   1.35424    -41.622371    -41.622372
   1.33858    -41.622372    -41.622372
   1.32293    -41.622372    -41.622372
   1.32293    -41.622372    -41.622372
