#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 264 152
# Band-Index    1
   0.00000    -19.514195    -19.514195
   0.01586    -19.514189    -19.514189
   0.03172    -19.514173    -19.514173
   0.04758    -19.514146    -19.514146
   0.06344    -19.514109    -19.514109
   0.07930    -19.514062    -19.514062
   0.09516    -19.514006    -19.514006
   0.11102    -19.513940    -19.513940
   0.12688    -19.513868    -19.513868
   0.14274    -19.513788    -19.513788
   0.15860    -19.513703    -19.513703
   0.17446    -19.513614    -19.513614
   0.19032    -19.513522    -19.513522
   0.20618    -19.513429    -19.513429
   0.22205    -19.513336    -19.513336
   0.23791    -19.513246    -19.513246
   0.25377    -19.513159    -19.513159
   0.26963    -19.513079    -19.513079
   0.28549    -19.513006    -19.513006
   0.30135    -19.512944    -19.512944
   0.31721    -19.512893    -19.512893
   0.33307    -19.512855    -19.512855
   0.34893    -19.512832    -19.512832
   0.36479    -19.512824    -19.512824
   0.36479    -19.512824    -19.512824
   0.38054    -19.512806    -19.512806
   0.39630    -19.512753    -19.512753
   0.41206    -19.512664    -19.512664
   0.42781    -19.512541    -19.512541
   0.44357    -19.512387    -19.512387
   0.45932    -19.512204    -19.512204
   0.47508    -19.511994    -19.511994
   0.49083    -19.511762    -19.511762
   0.50659    -19.511512    -19.511512
   0.52235    -19.511248    -19.511248
   0.53810    -19.510976    -19.510976
   0.55386    -19.510701    -19.510701
   0.56961    -19.510430    -19.510430
   0.58537    -19.510168    -19.510168
   0.60113    -19.509922    -19.509922
   0.61688    -19.509699    -19.509699
   0.63264    -19.509505    -19.509505
   0.64839    -19.509347    -19.509347
   0.66415    -19.509229    -19.509229
   0.67990    -19.509157    -19.509157
   0.69566    -19.509132    -19.509132
   0.69566    -19.509132    -19.509132
   0.71152    -19.509135    -19.509135
   0.72738    -19.509143    -19.509143
   0.74324    -19.509156    -19.509156
   0.75910    -19.509174    -19.509174
   0.77496    -19.509197    -19.509197
   0.79082    -19.509224    -19.509224
   0.80668    -19.509254    -19.509254
   0.82254    -19.509287    -19.509287
   0.83840    -19.509322    -19.509322
   0.85426    -19.509359    -19.509359
   0.87012    -19.509397    -19.509397
   0.88598    -19.509434    -19.509434
   0.90185    -19.509471    -19.509471
   0.91771    -19.509506    -19.509506
   0.93357    -19.509540    -19.509540
   0.94943    -19.509571    -19.509571
   0.96529    -19.509599    -19.509599
   0.98115    -19.509624    -19.509624
   0.99701    -19.509644    -19.509644
   1.01287    -19.509661    -19.509661
   1.02873    -19.509673    -19.509673
   1.04459    -19.509680    -19.509680
   1.06045    -19.509683    -19.509683
   1.06045    -19.509683    -19.509683
   1.07620    -19.509718    -19.509718
   1.09196    -19.509824    -19.509824
   1.10772    -19.509991    -19.509991
   1.12347    -19.510210    -19.510210
   1.13923    -19.510471    -19.510471
   1.15498    -19.510763    -19.510763
   1.17074    -19.511077    -19.511077
   1.18650    -19.511404    -19.511404
   1.20225    -19.511736    -19.511736
   1.21801    -19.512067    -19.512067
   1.23376    -19.512389    -19.512389
   1.24952    -19.512698    -19.512698
   1.26527    -19.512988    -19.512988
   1.28103    -19.513255    -19.513255
   1.29679    -19.513494    -19.513494
   1.31254    -19.513702    -19.513702
   1.32830    -19.513876    -19.513876
   1.34405    -19.514015    -19.514015
   1.35981    -19.514114    -19.514114
   1.37556    -19.514174    -19.514174
   1.39132    -19.514195    -19.514195
   1.39132    -19.514195    -19.514195
   1.40700    -19.514182    -19.514182
   1.42269    -19.514145    -19.514145
   1.43837    -19.514082    -19.514082
   1.45406    -19.513995    -19.513995
   1.46974    -19.513885    -19.513885
   1.48543    -19.513751    -19.513751
   1.50111    -19.513594    -19.513594
   1.51679    -19.513417    -19.513417
   1.53248    -19.513220    -19.513220
   1.54816    -19.513005    -19.513005
   1.56385    -19.512774    -19.512774
   1.57953    -19.512527    -19.512527
   1.59521    -19.512269    -19.512269
   1.61090    -19.511999    -19.511999
   1.62658    -19.511722    -19.511722
   1.64227    -19.511439    -19.511439
   1.65795    -19.511154    -19.511154
   1.67364    -19.510868    -19.510868
   1.68932    -19.510586    -19.510586
   1.70500    -19.510310    -19.510310
   1.72069    -19.510045    -19.510045
   1.73637    -19.509794    -19.509794
   1.75206    -19.509559    -19.509559
   1.76774    -19.509345    -19.509345
   1.78342    -19.509154    -19.509154
   1.79911    -19.508987    -19.508987
   1.81479    -19.508845    -19.508845
   1.83048    -19.508727    -19.508727
   1.84616    -19.508633    -19.508633
   1.86185    -19.508560    -19.508560
   1.87753    -19.508506    -19.508506
   1.89321    -19.508469    -19.508469
   1.90890    -19.508448    -19.508448
   1.92458    -19.508441    -19.508441
   1.92458    -19.508441    -19.508441
   1.94044    -19.508440    -19.508440
   1.95630    -19.508439    -19.508439
   1.97216    -19.508438    -19.508438
   1.98802    -19.508436    -19.508436
   2.00388    -19.508433    -19.508433
   2.01974    -19.508430    -19.508430
   2.03560    -19.508427    -19.508427
   2.05146    -19.508424    -19.508424
   2.06733    -19.508420    -19.508420
   2.08319    -19.508416    -19.508416
   2.09905    -19.508412    -19.508412
   2.11491    -19.508408    -19.508408
   2.13077    -19.508404    -19.508404
   2.14663    -19.508400    -19.508400
   2.16249    -19.508396    -19.508396
   2.17835    -19.508392    -19.508392
   2.19421    -19.508389    -19.508389
   2.21007    -19.508386    -19.508386
   2.22593    -19.508384    -19.508384
   2.24179    -19.508382    -19.508382
   2.25765    -19.508380    -19.508380
   2.27351    -19.508380    -19.508380
   2.28937    -19.508379    -19.508379
   2.28937    -19.508379    -19.508379
   2.30505    -19.508385    -19.508385
   2.32074    -19.508401    -19.508401
   2.33642    -19.508428    -19.508428
   2.35211    -19.508467    -19.508467
   2.36779    -19.508519    -19.508519
   2.38348    -19.508586    -19.508586
   2.39916    -19.508668    -19.508668
   2.41484    -19.508767    -19.508767
   2.43053    -19.508884    -19.508884
   2.44621    -19.509019    -19.509019
   2.46190    -19.509172    -19.509172
   2.47758    -19.509342    -19.509342
   2.49326    -19.509527    -19.509527
   2.50895    -19.509726    -19.509726
   2.52463    -19.509936    -19.509936
   2.54032    -19.510153    -19.510153
   2.55600    -19.510375    -19.510375
   2.57169    -19.510600    -19.510600
   2.58737    -19.510824    -19.510824
   2.60305    -19.511044    -19.511044
   2.61874    -19.511260    -19.511260
   2.63442    -19.511468    -19.511468
   2.65011    -19.511667    -19.511667
   2.66579    -19.511855    -19.511855
   2.68147    -19.512029    -19.512029
   2.69716    -19.512189    -19.512189
   2.71284    -19.512333    -19.512333
   2.72853    -19.512461    -19.512461
   2.74421    -19.512570    -19.512570
   2.75990    -19.512661    -19.512661
   2.77558    -19.512732    -19.512732
   2.79126    -19.512783    -19.512783
   2.80695    -19.512814    -19.512814
