#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 249 152
# Band-Index    1
   0.00000    -44.959566    -44.960089
   0.01560    -44.959566    -44.960090
   0.03119    -44.959567    -44.960090
   0.04679    -44.959567    -44.960091
   0.06238    -44.959567    -44.960091
   0.07798    -44.959567    -44.960091
   0.09357    -44.959567    -44.960091
   0.10917    -44.959568    -44.960091
   0.12476    -44.959568    -44.960091
   0.14036    -44.959568    -44.960091
   0.15595    -44.959568    -44.960091
   0.17155    -44.959568    -44.960091
   0.18714    -44.959569    -44.960092
   0.20274    -44.959569    -44.960093
   0.21833    -44.959570    -44.960093
   0.23393    -44.959570    -44.960093
   0.24952    -44.959570    -44.960093
   0.26512    -44.959570    -44.960094
   0.28071    -44.959570    -44.960093
   0.29631    -44.959570    -44.960093
   0.31190    -44.959570    -44.960093
   0.32750    -44.959570    -44.960094
   0.34309    -44.959570    -44.960094
   0.35869    -44.959570    -44.960093
   0.37428    -44.959569    -44.960093
   0.38988    -44.959568    -44.960092
   0.40547    -44.959569    -44.960092
   0.42107    -44.959568    -44.960092
   0.43666    -44.959568    -44.960091
   0.43666    -44.959568    -44.960091
   0.45225    -44.959568    -44.960091
   0.46784    -44.959568    -44.960092
   0.48343    -44.959569    -44.960093
   0.49902    -44.959570    -44.960093
   0.51461    -44.959570    -44.960093
   0.53020    -44.959570    -44.960093
   0.54579    -44.959570    -44.960093
   0.56138    -44.959570    -44.960093
   0.57697    -44.959569    -44.960093
   0.59256    -44.959569    -44.960093
   0.60815    -44.959569    -44.960093
   0.62374    -44.959569    -44.960093
   0.63932    -44.959570    -44.960093
   0.65491    -44.959570    -44.960093
   0.67050    -44.959570    -44.960094
   0.68609    -44.959570    -44.960094
   0.70168    -44.959570    -44.960094
   0.71727    -44.959570    -44.960093
   0.73286    -44.959570    -44.960093
   0.74845    -44.959570    -44.960093
   0.76404    -44.959570    -44.960093
   0.77963    -44.959570    -44.960093
   0.79522    -44.959570    -44.960093
   0.81081    -44.959570    -44.960093
   0.82640    -44.959570    -44.960094
   0.84199    -44.959571    -44.960094
   0.85757    -44.959571    -44.960094
   0.87316    -44.959570    -44.960094
   0.87316    -44.959570    -44.960094
   0.88860    -44.959570    -44.960094
   0.90403    -44.959570    -44.960094
   0.91947    -44.959570    -44.960094
   0.93491    -44.959570    -44.960093
   0.95034    -44.959570    -44.960093
   0.96578    -44.959569    -44.960093
   0.98121    -44.959570    -44.960093
   0.99665    -44.959570    -44.960093
   1.01208    -44.959570    -44.960093
   1.02752    -44.959570    -44.960094
   1.04295    -44.959571    -44.960094
   1.05839    -44.959571    -44.960094
   1.07382    -44.959571    -44.960094
   1.08926    -44.959571    -44.960094
   1.10470    -44.959570    -44.960093
   1.12013    -44.959569    -44.960093
   1.13557    -44.959569    -44.960092
   1.15100    -44.959569    -44.960092
   1.16644    -44.959569    -44.960092
   1.18187    -44.959569    -44.960092
   1.19731    -44.959569    -44.960093
   1.21274    -44.959570    -44.960093
   1.22818    -44.959570    -44.960093
   1.24361    -44.959569    -44.960093
   1.25905    -44.959569    -44.960093
   1.27448    -44.959569    -44.960093
   1.28992    -44.959569    -44.960092
   1.30536    -44.959569    -44.960093
   1.32079    -44.959570    -44.960093
   1.33623    -44.959570    -44.960093
   1.35166    -44.959570    -44.960094
   1.36710    -44.959570    -44.960094
   1.38253    -44.959570    -44.960094
   1.39797    -44.959570    -44.960093
   1.41340    -44.959569    -44.960093
   1.42884    -44.959568    -44.960092
   1.44427    -44.959568    -44.960091
   1.45971    -44.959567    -44.960090
   1.47515    -44.959566    -44.960090
   1.49058    -44.959566    -44.960089
   1.49058    -44.959566    -44.960089
   1.50735    -44.959566    -44.960090
   1.52412    -44.959566    -44.960090
   1.54090    -44.959567    -44.960090
   1.55767    -44.959567    -44.960090
   1.57444    -44.959568    -44.960091
   1.59121    -44.959568    -44.960091
   1.60798    -44.959568    -44.960091
   1.62475    -44.959568    -44.960092
   1.64153    -44.959568    -44.960092
   1.65830    -44.959568    -44.960092
   1.67507    -44.959569    -44.960092
   1.69184    -44.959569    -44.960092
   1.70861    -44.959569    -44.960092
   1.72538    -44.959569    -44.960093
   1.74216    -44.959570    -44.960093
   1.75893    -44.959570    -44.960094
   1.75893    -44.959570    -44.960094
   1.77452    -44.959570    -44.960094
   1.79012    -44.959570    -44.960093
   1.80571    -44.959569    -44.960092
   1.82131    -44.959569    -44.960092
   1.83690    -44.959569    -44.960092
   1.85250    -44.959569    -44.960092
   1.86809    -44.959569    -44.960093
   1.88369    -44.959569    -44.960093
   1.89928    -44.959569    -44.960093
   1.91488    -44.959570    -44.960093
   1.93047    -44.959570    -44.960093
   1.94607    -44.959569    -44.960093
   1.96166    -44.959569    -44.960093
   1.97726    -44.959569    -44.960093
   1.99285    -44.959569    -44.960093
   2.00845    -44.959570    -44.960093
   2.02404    -44.959570    -44.960093
   2.03964    -44.959569    -44.960093
   2.05523    -44.959569    -44.960093
   2.07083    -44.959569    -44.960093
   2.08642    -44.959568    -44.960092
   2.10202    -44.959568    -44.960091
   2.11762    -44.959568    -44.960091
   2.13321    -44.959568    -44.960091
   2.14881    -44.959568    -44.960091
   2.16440    -44.959568    -44.960092
   2.18000    -44.959568    -44.960091
   2.19559    -44.959568    -44.960092
   2.19559    -44.959568    -44.960092
   2.21118    -44.959568    -44.960092
   2.22677    -44.959569    -44.960092
   2.24236    -44.959569    -44.960093
   2.25795    -44.959570    -44.960093
   2.27354    -44.959570    -44.960094
   2.28913    -44.959570    -44.960093
   2.30472    -44.959570    -44.960093
   2.32031    -44.959569    -44.960092
   2.33589    -44.959569    -44.960092
   2.35148    -44.959569    -44.960092
   2.36707    -44.959569    -44.960092
   2.38266    -44.959569    -44.960092
   2.39825    -44.959569    -44.960092
   2.41384    -44.959569    -44.960093
   2.42943    -44.959570    -44.960093
   2.44502    -44.959570    -44.960093
   2.46061    -44.959569    -44.960093
   2.47620    -44.959569    -44.960092
   2.49179    -44.959569    -44.960092
   2.50738    -44.959569    -44.960092
   2.52297    -44.959569    -44.960092
   2.53856    -44.959569    -44.960092
   2.55414    -44.959569    -44.960092
   2.56973    -44.959569    -44.960093
   2.58532    -44.959570    -44.960093
   2.60091    -44.959570    -44.960093
   2.61650    -44.959570    -44.960093
   2.63209    -44.959570    -44.960094
