#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 170 128
# Band-Index    1
   0.00000    -28.448617    -28.448614
   0.01549    -28.448617    -28.448614
   0.03098    -28.448617    -28.448614
   0.04647    -28.448616    -28.448613
   0.06196    -28.448615    -28.448612
   0.07745    -28.448615    -28.448612
   0.09294    -28.448614    -28.448612
   0.10843    -28.448615    -28.448612
   0.12392    -28.448614    -28.448611
   0.13941    -28.448614    -28.448611
   0.15490    -28.448615    -28.448612
   0.17039    -28.448615    -28.448612
   0.18588    -28.448616    -28.448613
   0.20137    -28.448615    -28.448612
   0.21686    -28.448615    -28.448612
   0.23235    -28.448615    -28.448612
   0.24784    -28.448615    -28.448612
   0.26333    -28.448614    -28.448612
   0.27882    -28.448615    -28.448612
   0.29431    -28.448615    -28.448612
   0.30980    -28.448615    -28.448612
   0.32529    -28.448614    -28.448611
   0.34078    -28.448613    -28.448610
   0.35627    -28.448612    -28.448609
   0.37176    -28.448610    -28.448607
   0.38725    -28.448609    -28.448607
   0.40274    -28.448611    -28.448609
   0.41823    -28.448613    -28.448610
   0.43372    -28.448613    -28.448610
   0.44921    -28.448614    -28.448611
   0.46470    -28.448614    -28.448611
   0.48019    -28.448614    -28.448612
   0.49568    -28.448615    -28.448612
   0.51117    -28.448614    -28.448611
   0.52666    -28.448614    -28.448611
   0.54215    -28.448614    -28.448612
   0.55764    -28.448614    -28.448612
   0.57313    -28.448615    -28.448612
   0.57313    -28.448615    -28.448612
   0.59002    -28.448615    -28.448612
   0.60691    -28.448614    -28.448611
   0.62379    -28.448613    -28.448610
   0.64068    -28.448614    -28.448611
   0.65756    -28.448613    -28.448610
   0.67445    -28.448613    -28.448610
   0.69134    -28.448613    -28.448610
   0.70822    -28.448614    -28.448612
   0.72511    -28.448613    -28.448611
   0.74199    -28.448614    -28.448611
   0.75888    -28.448616    -28.448613
   0.77577    -28.448615    -28.448613
   0.77577    -28.448615    -28.448613
   0.79135    -28.448615    -28.448612
   0.80694    -28.448614    -28.448612
   0.82253    -28.448615    -28.448612
   0.83812    -28.448615    -28.448613
   0.85370    -28.448615    -28.448612
   0.86929    -28.448614    -28.448612
   0.88488    -28.448614    -28.448611
   0.90046    -28.448615    -28.448612
   0.91605    -28.448614    -28.448611
   0.93164    -28.448614    -28.448611
   0.94723    -28.448614    -28.448611
   0.96281    -28.448614    -28.448611
   0.97840    -28.448615    -28.448612
   0.99399    -28.448614    -28.448611
   1.00957    -28.448614    -28.448611
   1.02516    -28.448614    -28.448611
   1.04075    -28.448615    -28.448612
   1.05634    -28.448616    -28.448613
   1.07192    -28.448615    -28.448612
   1.08751    -28.448614    -28.448612
   1.10310    -28.448614    -28.448612
   1.11868    -28.448614    -28.448611
   1.13427    -28.448615    -28.448612
   1.14986    -28.448616    -28.448614
   1.16545    -28.448616    -28.448613
   1.18103    -28.448617    -28.448614
   1.19662    -28.448616    -28.448613
   1.21221    -28.448616    -28.448613
   1.22779    -28.448615    -28.448613
   1.24338    -28.448615    -28.448612
   1.25897    -28.448615    -28.448612
   1.27456    -28.448614    -28.448612
   1.29014    -28.448614    -28.448611
   1.30573    -28.448614    -28.448611
   1.32132    -28.448615    -28.448612
   1.33690    -28.448616    -28.448614
   1.35249    -28.448616    -28.448614
   1.36808    -28.448617    -28.448614
   1.38367    -28.448617    -28.448614
   1.38367    -28.448617    -28.448614
   1.39918    -28.448617    -28.448614
   1.41469    -28.448617    -28.448614
   1.43020    -28.448616    -28.448613
   1.44571    -28.448615    -28.448613
   1.46122    -28.448613    -28.448610
   1.47673    -28.448614    -28.448612
   1.49224    -28.448614    -28.448611
   1.50775    -28.448614    -28.448612
   1.52326    -28.448615    -28.448612
   1.53878    -28.448615    -28.448612
   1.55429    -28.448614    -28.448611
   1.56980    -28.448613    -28.448611
   1.58531    -28.448615    -28.448613
   1.60082    -28.448614    -28.448611
   1.61633    -28.448615    -28.448612
   1.63184    -28.448616    -28.448613
   1.64735    -28.448615    -28.448613
   1.66286    -28.448616    -28.448613
   1.67837    -28.448616    -28.448613
   1.69388    -28.448616    -28.448613
   1.70939    -28.448617    -28.448614
   1.72491    -28.448616    -28.448613
   1.74042    -28.448616    -28.448613
   1.75593    -28.448616    -28.448613
   1.77144    -28.448614    -28.448612
   1.78695    -28.448615    -28.448612
   1.80246    -28.448615    -28.448612
   1.81797    -28.448614    -28.448612
   1.83348    -28.448614    -28.448612
   1.84899    -28.448614    -28.448611
   1.86450    -28.448614    -28.448611
   1.88001    -28.448616    -28.448613
   1.88001    -28.448616    -28.448613
   1.89560    -28.448614    -28.448611
   1.91119    -28.448614    -28.448611
   1.92678    -28.448614    -28.448611
   1.94236    -28.448614    -28.448611
   1.95795    -28.448614    -28.448612
   1.97354    -28.448614    -28.448611
   1.98912    -28.448614    -28.448611
   2.00471    -28.448614    -28.448611
   2.02030    -28.448615    -28.448612
   2.03589    -28.448614    -28.448612
   2.05147    -28.448615    -28.448612
   2.06706    -28.448615    -28.448612
   2.08265    -28.448614    -28.448612
   2.09823    -28.448615    -28.448612
   2.11382    -28.448615    -28.448612
   2.12941    -28.448616    -28.448613
   2.14500    -28.448615    -28.448612
   2.16058    -28.448615    -28.448612
   2.17617    -28.448615    -28.448612
   2.19176    -28.448614    -28.448611
   2.20735    -28.448614    -28.448611
   2.22293    -28.448614    -28.448612
   2.23852    -28.448614    -28.448611
   2.25411    -28.448614    -28.448611
   2.26969    -28.448614    -28.448612
   2.28528    -28.448612    -28.448609
   2.28528    -28.448612    -28.448609
   2.30120    -28.448614    -28.448612
   2.31712    -28.448615    -28.448612
   2.33304    -28.448616    -28.448613
   2.34896    -28.448615    -28.448613
   2.36488    -28.448615    -28.448612
   2.38080    -28.448616    -28.448614
   2.39672    -28.448615    -28.448612
   2.41264    -28.448615    -28.448612
   2.42856    -28.448615    -28.448612
   2.44448    -28.448613    -28.448611
   2.46041    -28.448613    -28.448610
   2.47633    -28.448612    -28.448609
   2.49225    -28.448613    -28.448610
   2.50817    -28.448614    -28.448611
   2.52409    -28.448614    -28.448611
   2.54001    -28.448614    -28.448611
   2.55593    -28.448614    -28.448612
   2.57185    -28.448615    -28.448612
 
# Band-Index    2
   2.57185    -19.653816    -19.653814
   2.55593    -19.653810    -19.653808
   2.54001    -19.653794    -19.653792
   2.52409    -19.653766    -19.653764
   2.50817    -19.653727    -19.653725
   2.49225    -19.653678    -19.653676
   2.47633    -19.653619    -19.653617
   2.46041    -19.653551    -19.653549
   2.44448    -19.653474    -19.653472
   2.42856    -19.653388    -19.653386
   2.41264    -19.653294    -19.653292
   2.39672    -19.653193    -19.653191
   2.38080    -19.653085    -19.653083
   2.36488    -19.652972    -19.652970
   2.34896    -19.652854    -19.652852
   2.33304    -19.652732    -19.652731
   2.31712    -19.652608    -19.652606
   2.30120    -19.652482    -19.652480
   2.28528    -19.652354    -19.652353
   2.28528    -19.652354    -19.652353
   2.26969    -19.652355    -19.652353
   2.25411    -19.652357    -19.652355
   2.23852    -19.652360    -19.652358
   2.22293    -19.652364    -19.652362
   2.20735    -19.652370    -19.652368
   2.19176    -19.652377    -19.652375
   2.17617    -19.652384    -19.652383
   2.16058    -19.652393    -19.652391
   2.14500    -19.652402    -19.652400
   2.12941    -19.652412    -19.652410
   2.11382    -19.652423    -19.652421
   2.09823    -19.652434    -19.652432
   2.08265    -19.652445    -19.652443
   2.06706    -19.652456    -19.652454
   2.05147    -19.652466    -19.652464
   2.03589    -19.652477    -19.652475
   2.02030    -19.652487    -19.652485
   2.00471    -19.652496    -19.652494
   1.98912    -19.652504    -19.652502
   1.97354    -19.652512    -19.652510
