#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 292 112
# Band-Index    1
   0.00000    -22.308153
   0.01533    -22.308148
   0.03066    -22.308131
   0.04598    -22.308103
   0.06131    -22.308064
   0.07664    -22.308014
   0.09197    -22.307954
   0.10729    -22.307885
   0.12262    -22.307806
   0.13795    -22.307718
   0.15328    -22.307622
   0.16860    -22.307518
   0.18393    -22.307408
   0.19926    -22.307292
   0.21459    -22.307171
   0.22991    -22.307045
   0.24524    -22.306917
   0.26057    -22.306785
   0.27590    -22.306653
   0.29122    -22.306520
   0.30655    -22.306387
   0.32188    -22.306256
   0.33721    -22.306127
   0.35254    -22.306002
   0.36786    -22.305880
   0.38319    -22.305764
   0.39852    -22.305653
   0.41385    -22.305550
   0.42917    -22.305454
   0.44450    -22.305366
   0.45983    -22.305287
   0.47516    -22.305217
   0.49048    -22.305157
   0.50581    -22.305108
   0.52114    -22.305069
   0.53647    -22.305041
   0.55179    -22.305024
   0.56712    -22.305019
   0.56712    -22.305019
   0.57808    -22.305016
   0.58904    -22.305009
   0.59999    -22.304996
   0.61095    -22.304979
   0.62191    -22.304956
   0.63286    -22.304930
   0.64382    -22.304898
   0.65478    -22.304862
   0.66573    -22.304822
   0.67669    -22.304777
   0.68765    -22.304729
   0.69860    -22.304676
   0.70956    -22.304620
   0.72052    -22.304560
   0.73148    -22.304497
   0.74243    -22.304431
   0.75339    -22.304362
   0.76435    -22.304291
   0.77530    -22.304218
   0.78626    -22.304142
   0.79722    -22.304065
   0.80817    -22.303986
   0.81913    -22.303907
   0.83009    -22.303826
   0.84104    -22.303745
   0.85200    -22.303664
   0.85200    -22.303664
   0.86313    -22.303582
   0.87425    -22.303634
   0.88538    -22.303714
   0.89650    -22.303793
   0.90763    -22.303871
   0.91875    -22.303948
   0.92987    -22.304022
   0.94100    -22.304094
   0.95212    -22.304164
   0.96325    -22.304231
   0.97437    -22.304295
   0.98550    -22.304355
   0.99662    -22.304413
   1.00775    -22.304466
   1.01887    -22.304515
   1.03000    -22.304561
   1.04112    -22.304602
   1.05225    -22.304638
   1.06337    -22.304670
   1.07450    -22.304698
   1.08562    -22.304720
   1.09675    -22.304738
   1.10787    -22.304751
   1.11900    -22.304758
   1.13012    -22.304761
   1.13012    -22.304761
   1.14112    -22.304764
   1.15211    -22.304773
   1.16311    -22.304788
   1.17411    -22.304810
   1.18510    -22.304837
   1.19610    -22.304871
   1.20710    -22.304910
   1.21809    -22.304955
   1.22909    -22.305005
   1.24009    -22.305060
   1.25108    -22.305121
   1.26208    -22.305187
   1.27308    -22.305257
   1.28407    -22.305332
   1.29507    -22.305411
   1.30607    -22.305493
   1.31706    -22.305579
   1.32806    -22.305669
   1.33906    -22.305761
   1.35005    -22.305856
   1.36105    -22.305953
   1.37205    -22.306052
   1.38304    -22.306152
   1.39404    -22.306253
   1.40504    -22.306355
   1.41603    -22.306457
   1.42703    -22.306560
   1.43803    -22.306662
   1.44902    -22.306763
   1.46002    -22.306864
   1.47101    -22.306962
   1.48201    -22.307059
   1.49301    -22.307154
   1.50400    -22.307246
   1.51500    -22.307335
   1.52600    -22.307421
   1.53699    -22.307504
   1.54799    -22.307582
   1.55899    -22.307657
   1.56998    -22.307727
   1.58098    -22.307793
   1.59198    -22.307853
   1.60297    -22.307909
   1.61397    -22.307959
   1.62497    -22.308004
   1.63596    -22.308043
   1.64696    -22.308077
   1.65796    -22.308104
   1.66895    -22.308126
   1.67995    -22.308141
   1.69095    -22.308150
   1.70194    -22.308153
   1.70194    -22.308153
   1.71277    -22.308150
   1.72360    -22.308141
   1.73442    -22.308127
   1.74525    -22.308106
   1.75608    -22.308079
   1.76690    -22.308047
   1.77773    -22.308009
   1.78856    -22.307966
   1.79938    -22.307918
   1.81021    -22.307864
   1.82104    -22.307805
   1.83187    -22.307742
   1.84269    -22.307675
   1.85352    -22.307603
   1.86435    -22.307527
   1.87517    -22.307448
   1.88600    -22.307365
   1.89683    -22.307279
   1.90765    -22.307190
   1.91848    -22.307099
   1.92931    -22.307005
   1.94013    -22.306910
   1.95096    -22.306814
   1.96179    -22.306716
   1.97262    -22.306617
   1.98344    -22.306519
   1.99427    -22.306420
   2.00510    -22.306321
   2.01592    -22.306224
   2.02675    -22.306127
   2.03758    -22.306032
   2.04840    -22.305939
   2.05923    -22.305847
   2.07006    -22.305758
   2.08088    -22.305672
   2.09171    -22.305589
   2.10254    -22.305510
   2.11337    -22.305434
   2.12419    -22.305362
   2.13502    -22.305294
   2.14585    -22.305231
   2.15667    -22.305172
   2.16750    -22.305119
   2.17833    -22.305070
   2.18915    -22.305027
   2.19998    -22.304989
   2.21081    -22.304957
   2.22163    -22.304931
   2.23246    -22.304910
   2.24329    -22.304896
   2.25411    -22.304887
   2.26494    -22.304884
   2.26494    -22.303725
   2.27287    -22.303822
   2.28081    -22.303923
   2.28874    -22.304025
   2.29667    -22.304128
   2.30460    -22.304230
   2.31254    -22.304333
   2.32047    -22.304436
   2.32840    -22.304539
   2.33633    -22.304643
   2.34426    -22.304746
   2.35220    -22.304849
   2.36013    -22.304951
   2.36806    -22.305054
   2.37599    -22.305156
   2.38393    -22.305258
   2.39186    -22.305359
   2.39979    -22.305459
   2.40772    -22.305559
   2.41566    -22.305658
   2.42359    -22.305756
   2.43152    -22.305853
   2.43945    -22.305950
   2.44738    -22.306045
   2.45532    -22.306139
   2.46325    -22.306232
   2.47118    -22.306324
   2.47911    -22.306414
   2.48705    -22.306503
   2.49498    -22.306590
   2.50291    -22.306675
   2.51084    -22.306759
   2.51878    -22.306841
   2.52671    -22.306921
   2.53464    -22.306999
   2.54257    -22.307075
   2.55050    -22.307149
   2.55844    -22.307221
   2.56637    -22.307290
   2.57430    -22.307357
   2.58223    -22.307422
   2.59017    -22.307484
   2.59810    -22.307544
   2.60603    -22.307602
   2.61396    -22.307656
   2.62190    -22.307709
   2.62983    -22.307758
   2.63776    -22.307805
   2.64569    -22.307849
   2.65362    -22.307891
   2.66156    -22.307929
   2.66949    -22.307965
   2.67742    -22.307997
   2.68535    -22.308027
   2.69329    -22.308053
   2.70122    -22.308077
   2.70915    -22.308097
   2.71708    -22.308114
   2.72501    -22.308128
   2.73295    -22.308139
   2.74088    -22.308147
   2.74881    -22.308152
   2.75674    -22.308153
   2.75674    -22.308153
   2.77258    -22.308147
   2.78841    -22.308128
   2.80424    -22.308097
   2.82008    -22.308053
   2.83591    -22.307998
   2.85174    -22.307930
   2.86758    -22.307850
   2.88341    -22.307760
   2.89924    -22.307658
   2.91508    -22.307546
   2.93091    -22.307425
   2.94674    -22.307293
   2.96258    -22.307152
   2.97841    -22.307003
   2.99424    -22.306845
   3.01008    -22.306680
   3.02591    -22.306508
   3.04174    -22.306330
   3.05758    -22.306145
   3.07341    -22.305956
   3.08924    -22.305763
   3.10508    -22.305566
   3.12091    -22.305366
   3.13674    -22.305164
   3.15258    -22.304960
   3.16841    -22.304754
   3.18424    -22.304548
   3.20008    -22.304342
   3.21591    -22.304137
   3.23174    -22.303933
   3.24758    -22.303740
 
# Band-Index    2
   3.24758    -22.303740
   3.23174    -22.303933
   3.21591    -22.304137
   3.20008    -22.304342
   3.18424    -22.304548
   3.16841    -22.304754
   3.15258    -22.304960
   3.13674    -22.305164
   3.12091    -22.305366
   3.10508    -22.305566
   3.08924    -22.305763
   3.07341    -22.305956
   3.05758    -22.306145
   3.04174    -22.306330
   3.02591    -22.306508
   3.01008    -22.306680
   2.99424    -22.306845
   2.97841    -22.307003
   2.96258    -22.307152
   2.94674    -22.307293
   2.93091    -22.307425
   2.91508    -22.307546
   2.89924    -22.307658
   2.88341    -22.307760
   2.86758    -22.307850
   2.85174    -22.307930
   2.83591    -22.307998
   2.82008    -22.308053
   2.80424    -22.308097
   2.78841    -22.308128
   2.77258    -22.308147
   2.75674    -22.308153
   2.75674    -22.308153
   2.74881    -22.308152
   2.74088    -22.308147
   2.73295    -22.308139
   2.72501    -22.308128
   2.71708    -22.308114
   2.70915    -22.308097
