,pretty_formula,spacegroup,material_id,e_above_hull,band_gap,elements,tolerance
372,Cs2RbTlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112004,0.0176100380000003,2.491,"['Cl', 'Cs', 'Rb', 'Tl']",[6.0859657391003195]
373,CsRb2AsI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113418,0.0897934149999999,2.5002000000000004,"['As', 'Cs', 'I', 'Rb']",[4.788574639693489]
374,Cs2RbInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-996941,0.0,2.5058,"['Cs', 'Rb', 'In', 'Br']",[5.497419377588832]
375,Rb2TmCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112412,0.0329246490000012,2.506,"['Cl', 'Cu', 'Rb', 'Tm']","[4.209598952441366, 4.210416811305388]"
376,Cs2YAgI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112931,0.0208655267500001,2.5216000000000003,"['Ag', 'Cs', 'I', 'Y']",[4.474517044389909]
377,Cs2ScInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113520,0.0124598290000004,2.5285,"['Br', 'Cs', 'In', 'Sc']",[]
378,Cs2RbSbI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112512,0.0555844155000007,2.5506,"['Cs', 'I', 'Rb', 'Sb']",[5.4574090885109205]
379,Rb2YAgI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113701,0.0499496850000005,2.5563,"['Ag', 'I', 'Rb', 'Y']",[4.883634417055539]
380,Cs2YCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112909,0.0402206152500053,2.5659999999999994,"['Cl', 'Cs', 'Cu', 'Y']",[4.05580074816085]
381,Cs2NaSbBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112142,0.0130484010000011,2.567,"['Br', 'Cs', 'Na', 'Sb']",[4.189140039689297]
382,Rb2NaSbBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114595,0.0313619792500015,2.5714,"['Br', 'Na', 'Rb', 'Sb']",[4.3878346348624735]
383,Cs2NaAsBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112664,0.0,2.5774,"['As', 'Br', 'Cs', 'Na']",[4.3487815030937185]
384,Rb2ErCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113288,0.0379698635499994,2.5835,"['Cl', 'Cu', 'Er', 'Rb']",[4.208084080132347]
385,Rb2TbCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112416,0.0448176561099997,2.583600000000001,"['Cl', 'Cu', 'Rb', 'Tb']",[4.205767006970802]
386,Rb2NaAsBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114660,0.0089769005000004,2.5867,"['As', 'Br', 'Na', 'Rb']",[4.44941407198595]
387,Rb2SmCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112430,0.0500779195833374,2.5875,"['Cl', 'Cu', 'Rb', 'Sm']",[4.2076628760068715]
388,Rb2DyCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113403,0.0423848233699999,2.5968,"['Cl', 'Cu', 'Dy', 'Rb']","[4.206088445987283, 4.2197473236350715]"
389,Rb2TlGaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114474,0.0751779302499988,2.5999000000000003,"['Cl', 'Ga', 'Rb', 'Tl']",[4.341017812815138]
390,Cs2SmCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112618,0.0327577754999994,2.6071000000000004,"['Cl', 'Cs', 'Cu', 'Sm']",[4.031522074820286]
391,Cs2TbCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113333,0.0298647117499997,2.6108,"['Cl', 'Cs', 'Cu', 'Tb']",[4.044931492515818]
392,Rb2TlInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989550,0.0,2.6353,"['Rb', 'Tl', 'In', 'Cl']",[4.888491439854148]
393,Rb2YCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113562,0.0420701166199997,2.6381999999999994,"['Cl', 'Cu', 'Rb', 'Y']",[4.206951138678729]
394,Rb2ScInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114650,0.0,2.6637,"['Cl', 'In', 'Rb', 'Sc']",[]
395,Cs2TlGaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112002,0.0533273534999989,2.6752,"['Cl', 'Cs', 'Ga', 'Tl']",[4.030554089572161]
396,Rb2YInI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114529,0.0432396795,2.6766,"['I', 'In', 'Rb', 'Y']",[]
397,CsRb2InBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113394,0.0552571065000018,2.6797,"['Br', 'Cs', 'In', 'Rb']",[5.497419377588832]
398,Cs2KBiI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113055,0.040637148500001,2.6824,"['Bi', 'Cs', 'I', 'K']",[5.001765056044631]
399,Cs2TlInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112490,0.0,2.7088,"['Cl', 'Cs', 'In', 'Tl']",[4.267730985161617]
400,Cs2YInI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112795,0.0008705474999994,2.7342,"['Cs', 'I', 'In', 'Y']",[]
401,Cs2NdAgI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113461,0.0056701402499999,2.7392000000000003,"['Ag', 'Cs', 'I', 'Nd']",[4.547881360467123]
402,Rb2NdAgI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113720,0.0615001874999991,2.7663,"['Ag', 'I', 'Nd', 'Rb']",[5.069177637887106]
403,Cs2LiGdCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112624,0.0006076935000018,2.7824,"['Cl', 'Cs', 'Gd', 'Li']",[4.043714059697319]
404,Cs2PrAgI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112942,0.00660767325,2.7826,"['Ag', 'Cs', 'I', 'Pr']",[4.555686679749695]
405,Cs2LiInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113017,0.0133167270000025,2.7831,"['Cl', 'Cs', 'In', 'Li']",[4.133370208769357]
406,Cs2RbBiI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112161,0.0510174045000004,2.801,"['Bi', 'Cs', 'I', 'Rb']",[8.533742140588487]
407,Rb2PrAgI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113721,0.0666967897500003,2.8103,"['Ag', 'I', 'Pr', 'Rb']",[5.087646758973689]
408,Rb2LiGdCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114418,0.0112163900000004,2.8195,"['Cl', 'Gd', 'Li', 'Rb']",[4.205756128001861]
409,Rb2LiInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989583,0.0,2.8293,"['Rb', 'Li', 'In', 'Cl']",[4.2416615067267]
410,Cs2ScInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113067,0.0056836113125005,2.838,"['Cl', 'Cs', 'In', 'Sc']",[]
411,Cs2NaGaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112988,0.0534598494999989,2.8457,"['Cl', 'Cs', 'Ga', 'Na']",[4.10647929267005]
412,Cs2ScAgBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113451,0.0181497076874999,2.888,"['Ag', 'Br', 'Cs', 'Sc']",[4.174862485938187]
413,Rb2ScAgBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113696,0.0219197246249991,2.9083,"['Ag', 'Br', 'Rb', 'Sc']",[4.428242417400627]
414,Rb2AlTlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114466,0.0758273857500007,2.9088000000000003,"['Al', 'Br', 'Rb', 'Tl']",[4.397107467660216]
415,Cs2LiBiBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112682,0.0107461260000012,2.9097,"['Bi', 'Br', 'Cs', 'Li']",[4.186530447614101]
416,Rb2NaGaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114669,0.0564806442499987,2.9117,"['Cl', 'Ga', 'Na', 'Rb']",[4.2265071919662605]
417,Rb2LiBiBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114561,0.0332040558749997,2.9118,"['Bi', 'Br', 'Li', 'Rb']",[4.389978259668662]
418,Rb2LiSbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114428,0.0,2.9382,"['Cl', 'Li', 'Rb', 'Sb']",[4.266969029146348]
419,Cs2LiSbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112676,0.0183836927499987,2.9461,"['Cl', 'Cs', 'Li', 'Sb']",[4.172737018732377]
420,Rb2LiPrI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114574,0.0469439952500003,2.9487,"['I', 'Li', 'Pr', 'Rb']",[4.660149537687348]
421,Rb2LiNdI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114425,0.0415691190000013,2.9612,"['I', 'Li', 'Nd', 'Rb']",[4.660563555035451]
422,Cs2KSbBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113034,0.0262422510000011,2.9647,"['Br', 'Cs', 'K', 'Sb']",[4.248590622411159]
423,Cs2AlTlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112506,0.0559708202500006,2.9654000000000003,"['Al', 'Br', 'Cs', 'Tl']",[4.181027046004107]
424,Cs2LiPrI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113008,0.0,2.9665,"['Cs', 'I', 'Li', 'Pr']",[4.475331207270678]
425,Cs2LiNdI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113010,0.0,2.9795000000000003,"['Cs', 'I', 'Li', 'Nd']",[4.478903008199987]
426,Cs2LiYI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112663,0.0,3.0024,"['Cs', 'I', 'Li', 'Y']",[4.533536437243453]
427,Rb2LiYI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114584,0.0270746040000009,3.0067,"['I', 'Li', 'Rb', 'Y']",[4.679872455718371]
428,Cs2NaGdCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112657,0.0,3.0097,"['Cl', 'Cs', 'Gd', 'Na']",[4.042148970808524]
429,Rb2AlInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114385,0.0604433123124996,3.0157,"['Al', 'Cl', 'In', 'Rb']",[]
430,Cs2KAsBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112792,0.0,3.0211,"['As', 'Br', 'Cs', 'K']",[4.181528332558987]
431,Cs2RbSbBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112121,0.0374995890000016,3.0252000000000003,"['Br', 'Cs', 'Rb', 'Sb']",[5.2443764187774295]
432,KRb2AsBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114654,0.0281765495000003,3.042,"['As', 'Br', 'K', 'Rb']",[4.396240195318947]
433,Rb2NaGdCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114441,0.0064075699999994,3.0565,"['Cl', 'Gd', 'Na', 'Rb']",[4.375691173502354]
434,Cs2RbAsBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112134,0.0,3.0927,"['As', 'Br', 'Cs', 'Rb']",[4.5447155157062]
435,Rb2YInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114527,0.0167939724999994,3.0981,"['Br', 'In', 'Rb', 'Y']",[]
436,Rb2NaPrI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114453,0.0471291277500007,3.1088,"['I', 'Na', 'Pr', 'Rb']",[4.844400898682704]
437,Rb2ScTlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114611,0.0354845189999997,3.1100000000000003,"['Br', 'Rb', 'Sc', 'Tl']",[4.813391318494713]
438,Cs2NaPrI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112144,0.0,3.1134,"['Cs', 'I', 'Na', 'Pr']",[4.461047583523907]
439,Cs2NaInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989571,0.0,3.1233,"['Cl', 'Cs', 'In', 'Na']",[4.012229079104603]
440,Rb2NaNdI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114449,0.0412991125000017,3.1242,"['I', 'Na', 'Nd', 'Rb']",[4.833992911749819]
441,Cs2NaSbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989514,0.0013286090000015,3.1285,"['Cs', 'Na', 'Sb', 'Cl']",[4.018773470780202]
442,Rb2NaSbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989545,0.0,3.1339,"['Rb', 'Na', 'Sb', 'Cl']",[4.217468065953378]
443,Rb2NaScBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114662,0.0073220349999996,3.1403,"['Br', 'Na', 'Rb', 'Sc']",[4.384557701685619]
444,Rb2NaYI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114603,0.0245375745,3.1407,"['I', 'Na', 'Rb', 'Y']",[4.733797609544421]
445,Cs2NaScBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112534,0.0,3.1426,"['Br', 'Cs', 'Na', 'Sc']",[4.195236926058296]
446,Cs2KGdCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113049,0.0,3.1441,"['Cl', 'Cs', 'Gd', 'K']",[4.415498397889167]
447,Rb2NaBiBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114585,0.0313808143749994,3.1446,"['Bi', 'Br', 'Na', 'Rb']",[4.675753397696544]
448,Cs2AlInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113280,0.0464007589999986,3.1453,"['Al', 'Cl', 'Cs', 'In']",[]
449,Cs2NaAsCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989608,0.0154454559999996,3.1542,"['Cs', 'Na', 'As', 'Cl']",[4.153762390284089]
450,Cs2NaYI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112137,0.0,3.1561,"['Cs', 'I', 'Na', 'Y']",[4.433273947107917]
451,Cs2RbGdCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112516,0.0109060725,3.1649,"['Cl', 'Cs', 'Gd', 'Rb']",[6.696578202550571]
452,CsRb2AsBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113426,0.061769111250002,3.1727000000000003,"['As', 'Br', 'Cs', 'Rb']",[4.5447155157062]
453,Rb2NaAsCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114362,0.0,3.1733,"['As', 'Cl', 'Na', 'Rb']",[4.25439495917632]
454,KRb2GdCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114538,0.0303462919999999,3.175,"['Cl', 'Gd', 'K', 'Rb']",[5.202964944175641]
455,Cs2ScTlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112493,0.0151416454999999,3.1775,"['Br', 'Cs', 'Sc', 'Tl']",[4.3088233024028]
456,Cs2NaBiBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112661,0.0016586295000013,3.194,"['Bi', 'Br', 'Cs', 'Na']",[4.249944671126636]
457,Rb2NaInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989547,0.0,3.2146,"['Cl', 'In', 'Na', 'Rb']",[4.237236300522426]
458,CsRb2GdCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113407,0.080714909750001,3.2204,"['Cl', 'Cs', 'Gd', 'Rb']",[6.696578202550571]
459,Cs2YInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113063,0.0062462669999994,3.2242,"['Br', 'Cs', 'In', 'Y']",[]
460,Rb2YTlI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114614,0.0469552345000003,3.2251,"['I', 'Rb', 'Tl', 'Y']",[5.762874361795086]
461,KRb2ScBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114409,0.0282568749999994,3.2273,"['Br', 'K', 'Rb', 'Sc']",[4.6358043296101235]
