,pretty_formula,spacegroup,material_id,e_above_hull,band_gap,elements,tolerance
282,KRb2AlI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114509,0.0794438054999999,1.7553999999999998,"['Al', 'I', 'K', 'Rb']",[4.661648408563645]
283,Cs2TlGaBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112492,0.0694387027499985,1.7562,"['Br', 'Cs', 'Ga', 'Tl']",[4.1860968437817245]
284,Cs2InBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112889,0.0242359173333337,1.7793,"['Bi', 'Cl', 'Cs', 'In']",[]
285,Cs2YCuI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113323,0.0668256502500002,1.7819000000000005,"['Cs', 'Cu', 'I', 'Y']",[4.524288228762542]
286,Rb2YCuI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112410,0.0826537350000005,1.8315,"['Cu', 'I', 'Rb', 'Y']",[4.675438619280419]
287,Cs2AlTlI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112111,0.0594919765000003,1.8437,"['Al', 'Cs', 'I', 'Tl']",[4.448936920653361]
288,Rb2AlTlI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114469,0.0954968754999998,1.8525,"['Al', 'I', 'Rb', 'Tl']",[4.665017342309471]
289,Rb2InGaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114389,0.055139347562501,1.8529,"['Cl', 'Ga', 'In', 'Rb']",[]
290,Cs2YAuBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112918,0.095651828749999,1.8854,"['Au', 'Br', 'Cs', 'Y']",[4.4503963614791395]
291,Cs2RbAlI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112133,0.0512680874999995,1.8888,"['Al', 'Cs', 'I', 'Rb']",[4.712621524516132]
292,Rb2YAuBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113602,0.0880219442499994,1.9119,"['Au', 'Br', 'Rb', 'Y']",[5.124783412007066]
293,Rb2LiSbI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114577,0.0522640680000008,1.9173,"['I', 'Li', 'Rb', 'Sb']",[4.78012692388319]
294,Cs2LiSbI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112673,0.0355508780000008,1.9191,"['Cs', 'I', 'Li', 'Sb']",[4.68589491346922]
295,Rb2ScCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113560,0.0065124698999996,1.9245,"['Cl', 'Cu', 'Rb', 'Sc']",[4.270810260508143]
296,Cs2NaTlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112527,0.0,1.9339,"['Cl', 'Cs', 'Na', 'Tl']",[4.021507554196159]
297,Cs2ScCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113337,0.0522492567499996,1.9632,"['Cl', 'Cs', 'Cu', 'Sc']",[4.178362140045204]
298,Rb2NaTlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989563,0.0082396981666668,1.9723,"['Rb', 'Na', 'Tl', 'Cl']",[4.3097065367841765]
299,Rb2TlSbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114609,0.0,1.9851,"['Cl', 'Rb', 'Sb', 'Tl']",[4.725870758781347]
300,Cs2NaInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-996943,0.0,1.9899,"['Br', 'Cs', 'In', 'Na']",[4.178281870143371]
301,Cs2NdCuI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112912,0.0490634977500001,1.9946,"['Cs', 'Cu', 'I', 'Nd']",[4.472422514235815]
302,Rb2TlAsCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114470,0.0090604302500003,1.9956,"['As', 'Cl', 'Rb', 'Tl']",[4.277556259914442]
303,Cs2InGaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113201,0.0405639722500006,2.0109,"['Cl', 'Cs', 'Ga', 'In']",[]
304,Cs2TlSbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112003,0.0085075050000011,2.0339,"['Cl', 'Cs', 'Sb', 'Tl']",[4.19190063099841]
305,Rb2LiBiI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114563,0.0513575600000009,2.0367,"['Bi', 'I', 'Li', 'Rb']",[4.661238307013717]
306,Rb2NdCuI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113600,0.0950329039999999,2.0401,"['Cu', 'I', 'Nd', 'Rb']",[4.659941140728519]
307,Cs2LiBiI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113021,0.0314271000000005,2.0413,"['Bi', 'Cs', 'I', 'Li']",[4.457790494959156]
308,Rb2ScInI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114526,0.0070584524999994,2.0620000000000003,"['I', 'In', 'Rb', 'Sc']",[]
309,Cs2TlAsCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112502,0.0135054500000011,2.076,"['As', 'Cl', 'Cs', 'Tl']",[4.014458975801913]
310,Rb2ScAuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113638,0.071563768366667,2.0871000000000004,"['Au', 'Cl', 'Rb', 'Sc']",[4.474778568849509]
311,Rb2AgBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113806,0.0,2.088,"['Ag', 'Bi', 'Cl', 'Rb']",[4.843922366033178]
312,Rb2PrCuI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112437,0.0998620902500002,2.0897,"['Cu', 'I', 'Pr', 'Rb']",[4.6598625570830166]
313,Cs2PrCuI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112913,0.0493200717499999,2.0962,"['Cs', 'Cu', 'I', 'Pr']",[4.46908829356025]
314,Cs2NaSbI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112140,0.0298570985000012,2.0974000000000004,"['Cs', 'I', 'Na', 'Sb']",[4.46172654994385]
315,Rb2NaSbI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114596,0.0521110475000008,2.101,"['I', 'Na', 'Rb', 'Sb']",[4.660421145117026]
316,Rb2LuAuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113494,0.0971230942500023,2.1098000000000003,"['Au', 'Cl', 'Lu', 'Rb']",[4.830129720148179]
317,Cs2AgBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1078258,0.0,2.1138,"['Ag', 'Bi', 'Cl', 'Cs']",[4.246837149153512]
318,Rb2AlInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114520,0.0695736732499998,2.12,"['Al', 'Br', 'In', 'Rb']",[]
319,Rb2GdAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1111486,0.0129470199999994,2.1229,"['Ag', 'Cl', 'Gd', 'Rb']",[4.585628673713421]
320,Cs2ErAuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112928,0.098001967583333,2.1261,"['Au', 'Cl', 'Cs', 'Er']",[4.295041476901443]
321,Cs2ScInI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113068,0.0,2.129,"['Cs', 'I', 'In', 'Sc']",[]
322,Rb2LaCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113343,0.0751424457500014,2.1383000000000005,"['Cl', 'Cu', 'La', 'Rb']",[4.225722663954233]
323,Cs2RbGaBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112518,0.0876492117499987,2.1443,"['Br', 'Cs', 'Ga', 'Rb']",[4.648427324334179]
324,Cs2KGaBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112623,0.0789130177499988,2.1457,"['Br', 'Cs', 'Ga', 'K']",[4.174861286999247]
325,Rb2TlInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114395,0.008670595999999,2.1675,"['Br', 'In', 'Rb', 'Tl']",[5.02542207923044]
326,KRb2GaBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114656,0.0982815544999993,2.1746,"['Br', 'Ga', 'K', 'Rb']",[4.427409632942263]
327,Cs2DyAuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112927,0.0998005906666672,2.1786,"['Au', 'Cl', 'Cs', 'Dy']",[4.340615424860398]
328,Cs2KAsI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112793,0.0240939550000001,2.1792,"['As', 'Cs', 'I', 'K']",[4.449789432964924]
329,KRb2AsI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114510,0.0630220999999995,2.1806,"['As', 'I', 'K', 'Rb']",[4.664501295724884]
330,Rb2ScAgI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113626,0.0198964320000003,2.192,"['Ag', 'I', 'Rb', 'Sc']",[4.687531472555564]
331,Cs2TlInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-996944,0.0,2.1952,"['Cs', 'Tl', 'In', 'Br']",[4.404661624537908]
332,Cs2TbAuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112921,0.0811134627999985,2.2022000000000004,"['Au', 'Cl', 'Cs', 'Tb']",[4.364766373819114]
333,Rb2NaScI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114457,0.0,2.2025,"['I', 'Na', 'Rb', 'Sc']",[4.659874695886298]
334,Cs2LaCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113523,0.0525490888749979,2.2036,"['Cl', 'Cs', 'Cu', 'La']",[4.014737396037744]
335,Cs2TlBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112109,0.0064884923333323,2.2076,"['Bi', 'Cl', 'Cs', 'Tl']",[5.005760821988977]
336,Cs2ScAgI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112938,0.0,2.2099,"['Ag', 'Cs', 'I', 'Sc']",[4.434151541093124]
337,Cs2NaScI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112141,0.0,2.2218,"['Cs', 'I', 'Na', 'Sc']",[4.4705539202589755]
338,Cs2AlInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113281,0.0513937977499998,2.2444,"['Al', 'Br', 'Cs', 'In']",[]
339,Cs2PrCuBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113355,0.0265107467499987,2.2451,"['Br', 'Cs', 'Cu', 'Pr']",[4.19420504046263]
340,Cs2NaBiI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112659,0.0255680265000006,2.2463,"['Bi', 'Cs', 'I', 'Na']",[4.484093798438002]
341,Cs2YAuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112919,0.0997356784999956,2.2507,"['Au', 'Cl', 'Cs', 'Y']",[4.315310554739565]
342,Rb2NaBiI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114586,0.050243237500001,2.2536,"['Bi', 'I', 'Na', 'Rb']",[4.90990252500791]
343,Cs2NdCuBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113356,0.0249307452499993,2.2676,"['Br', 'Cs', 'Cu', 'Nd']",[4.196562267567401]
344,Cs2SmAuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112920,0.0843605577499984,2.2743,"['Au', 'Cl', 'Cs', 'Sm']",[4.447860032253244]
345,Cs2RbAsI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112131,0.0334693880000003,2.3035,"['As', 'Cs', 'I', 'Rb']",[4.788574639693489]
346,KRb2ScI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1110633,0.0151949094999999,2.3072,"['I', 'K', 'Rb', 'Sc']",[4.872501770314391]
347,Rb2PrCuBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113601,0.0753626867500014,2.3072,"['Br', 'Cu', 'Pr', 'Rb']",[4.384979303985396]
348,Cs2DyCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112958,0.0391387974166663,2.3142,"['Cl', 'Cs', 'Cu', 'Dy']","[4.049920567823712, 4.017368429621637]"
349,Rb2NdCuBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112460,0.070079955500002,2.3191,"['Br', 'Cu', 'Nd', 'Rb']",[4.384080894060105]
350,Rb2LiSbBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114575,0.0329312187500012,2.3242,"['Br', 'Li', 'Rb', 'Sb']",[4.464337450198979]
351,Cs2LiSbBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113007,0.022493481500001,2.3366,"['Br', 'Cs', 'Li', 'Sb']",[4.370105439785009]
352,Rb2YCuBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112413,0.0359041220000002,2.3529,"['Br', 'Cu', 'Rb', 'Y']",[4.38713863121784]
353,Cs2KInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113046,0.0,2.3646,"['Br', 'Cs', 'In', 'K']",[4.295597338126155]
354,Cs2KScI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112710,0.0,2.3657000000000004,"['Cs', 'I', 'K', 'Sc']",[4.470582804108712]
355,Cs2KTlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113029,0.0065086290000002,2.3781,"['Cl', 'Cs', 'K', 'Tl']",[4.297954490140686]
356,Cs2YCuBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113326,0.0482610529999996,2.3867000000000003,"['Br', 'Cs', 'Cu', 'Y']",[4.235988240699962]
357,KRb2InBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114539,0.0351113677500003,2.3924,"['Br', 'In', 'K', 'Rb']",[4.783266883665459]
358,Cs2PrCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112617,0.0537259502291669,2.3993,"['Cl', 'Cs', 'Cu', 'Pr']",[4.022403007276617]
359,Rb2PrCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113382,0.0735839995000002,2.4089,"['Cl', 'Cu', 'Pr', 'Rb']",[4.213177270799385]
360,Cs2RbScI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112117,0.0,2.4133,"['Cs', 'I', 'Rb', 'Sc']",[5.375565925161763]
361,Rb2ScTlI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114514,0.0132911955000003,2.4154,"['I', 'Rb', 'Sc', 'Tl']",[5.040423528018105]
362,Cs2ScTlI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112484,0.0,2.4279,"['Cs', 'I', 'Sc', 'Tl']",[4.535855511926194]
363,KRb2TlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114555,0.0363011398333337,2.43,"['Cl', 'K', 'Rb', 'Tl']",[4.9528061722831405]
364,Rb2ScInBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114393,0.0313998464999998,2.4482,"['Br', 'In', 'Rb', 'Sc']",[]
365,Rb2NdCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112436,0.0660537152500011,2.4608000000000003,"['Cl', 'Cu', 'Nd', 'Rb']",[4.211668239892347]
366,Cs2TmCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112615,0.0399365562500011,2.4663000000000004,"['Cl', 'Cs', 'Cu', 'Tm']","[4.06664383235398, 4.025896525829679]"
367,Cs2KSbI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112709,0.0452176745000012,2.4707,"['Cs', 'I', 'K', 'Sb']",[4.482940592470512]
368,Rb2LuCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1111035,0.0336238965000008,2.4709000000000003,"['Cl', 'Cu', 'Lu', 'Rb']",[4.2135494852734965]
369,Rb2AlAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113867,0.0524616897499972,2.4798,"['Ag', 'Al', 'Cl', 'Rb']",[4.236695099483294]
370,Cs2ErCuCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112917,0.0398346943333334,2.4799999999999995,"['Cl', 'Cs', 'Cu', 'Er']",[4.061057017500557]
371,Cs2AlAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113621,0.0615589037500017,2.4879,"['Ag', 'Al', 'Cl', 'Cs']",[4.124960314353214]
