#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 256 152
# Band-Index    1
   0.00000    -24.810404    -24.810403
   0.01572    -24.810404    -24.810403
   0.03144    -24.810403    -24.810403
   0.04716    -24.810404    -24.810403
   0.06288    -24.810404    -24.810403
   0.07859    -24.810404    -24.810403
   0.09431    -24.810403    -24.810402
   0.11003    -24.810403    -24.810402
   0.12575    -24.810403    -24.810402
   0.14147    -24.810402    -24.810401
   0.15719    -24.810401    -24.810400
   0.17291    -24.810400    -24.810399
   0.18863    -24.810399    -24.810399
   0.20435    -24.810399    -24.810398
   0.22007    -24.810398    -24.810397
   0.23578    -24.810397    -24.810396
   0.25150    -24.810396    -24.810395
   0.26722    -24.810396    -24.810395
   0.28294    -24.810395    -24.810394
   0.29866    -24.810394    -24.810393
   0.31438    -24.810393    -24.810393
   0.33010    -24.810393    -24.810392
   0.34582    -24.810392    -24.810392
   0.36154    -24.810392    -24.810391
   0.37726    -24.810391    -24.810391
   0.39297    -24.810390    -24.810390
   0.39297    -24.810390    -24.810390
   0.40952    -24.810391    -24.810390
   0.42606    -24.810390    -24.810390
   0.44260    -24.810391    -24.810390
   0.45915    -24.810391    -24.810390
   0.47569    -24.810391    -24.810390
   0.49223    -24.810391    -24.810390
   0.50878    -24.810391    -24.810390
   0.52532    -24.810391    -24.810390
   0.54186    -24.810391    -24.810390
   0.55840    -24.810391    -24.810390
   0.57495    -24.810391    -24.810390
   0.59149    -24.810390    -24.810390
   0.60803    -24.810390    -24.810389
   0.62458    -24.810390    -24.810390
   0.64112    -24.810390    -24.810390
   0.65766    -24.810390    -24.810390
   0.67420    -24.810390    -24.810390
   0.67420    -24.810390    -24.810390
   0.68992    -24.810390    -24.810389
   0.70564    -24.810390    -24.810390
   0.72136    -24.810391    -24.810390
   0.73708    -24.810391    -24.810390
   0.75280    -24.810391    -24.810391
   0.76852    -24.810391    -24.810390
   0.78424    -24.810391    -24.810391
   0.79996    -24.810391    -24.810391
   0.81568    -24.810391    -24.810391
   0.83139    -24.810391    -24.810391
   0.84711    -24.810391    -24.810391
   0.86283    -24.810391    -24.810391
   0.87855    -24.810392    -24.810391
   0.89427    -24.810392    -24.810392
   0.90999    -24.810393    -24.810392
   0.92571    -24.810393    -24.810393
   0.94143    -24.810394    -24.810393
   0.95715    -24.810394    -24.810393
   0.97287    -24.810394    -24.810394
   0.98858    -24.810395    -24.810394
   1.00430    -24.810395    -24.810394
   1.02002    -24.810395    -24.810394
   1.03574    -24.810395    -24.810394
   1.05146    -24.810395    -24.810394
   1.06718    -24.810395    -24.810394
   1.06718    -24.810395    -24.810394
   1.08372    -24.810395    -24.810395
   1.10027    -24.810396    -24.810395
