element1,element2,energy,direct
Ag,Sb,1.1017000000000001,False
Rb,As,3.1762,True
Tl,As,1.2418,True
Na,In,2.4560999999999997,True
Rb,Al,4.0696,True
Hg,Sb,0.0,False
Sc,Ag,3.3712,False
K,Ga,2.6246,True
