,material_id,symbols,spin_polarized,bandgap,fermi_energy,is_metal,space_group_number
186,3_scan/mp-1300111,"['Cs', 'Cs', 'Cs', 'Cs', 'Mn', 'Mn', 'Au', 'Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 0.6807000000000001, 'transition': '(0.500,0.000,0.500)-(0.000,0.500,0.000)'}",1.21449221,False,1
187,3_scan/mp-1300249,"['Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Rb']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",-0.90576064,True,1
188,3_scan/mp-1300060,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ni', 'Tl']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",1.11901558,True,71
189,3_scan/mp-1300197,"['Cd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'V']",True,"{'direct': False, 'energy': 2.5679999999999996, 'transition': '(0.500,0.500,0.000)-(0.000,0.000,0.000)'}",0.93995535,False,1
190,3_scan/mp-1112909,"['Cs', 'Cs', 'Y', 'Cu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 3.3776, 'transition': '(0.500,0.000,0.000)-(0.000,0.000,0.000)'}",1.84472058,False,225
191,3_scan/mp-1112902,"['Cs', 'Cs', 'Hg', 'Sb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",1.80525353,True,225
192,3_scan/mp-1300053,"['Cs', 'Cs', 'Cs', 'Cs', 'Cu', 'Cu', 'Pt', 'Pt', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",1.54907932,True,59
193,3_scan/mp-1300302,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Sn', 'Ti']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",3.02052184,True,1
194,3_scan/mp-1113296,"['Cs', 'Cs', 'Hg', 'Sb', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",1.35163115,True,166
195,3_scan/mp-1300073,"['Cs', 'Cs', 'Cs', 'Cs', 'In', 'In', 'Cu', 'Cu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 1.3438, 'transition': '(-0.128,0.128,0.000)-(0.000,0.000,0.000)'}",1.71518713,False,36
196,3_scan/mp-1300023,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Na', 'Ni']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",-0.20294264,True,1
197,3_scan/mp-1300274,"['Al', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Rb']",True,"{'direct': True, 'energy': 5.490600000000001, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.66399379,False,1
198,3_scan/mp-1300119,"['Ca', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pt']",True,"{'direct': False, 'energy': 2.4678, 'transition': '(0.264,0.264,0.500)-(0.243,0.243,0.500)'}",0.41717081,False,12
199,3_scan/mp-1300290,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ir', 'Na']",True,"{'direct': True, 'energy': 1.9037, 'transition': '(0.500,0.000,0.000)-(0.500,0.000,0.000)'}",1.2867261,False,1
200,3_scan/mp-1096926,"['Cs', 'Cs', 'In', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 1.5590999999999997, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",1.11849726,False,225
201,3_scan/mp-1300171,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ti', 'V']",True,"{'direct': False, 'energy': 3.0248999999999997, 'transition': '(0.500,0.000,0.000)-(0.500,0.500,0.500)'}",2.18158867,False,1
202,3_scan/mp-1300163,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ir', 'K']",True,"{'direct': False, 'energy': 2.2283, 'transition': '(0.500,0.500,0.000)-(0.500,0.000,0.500)'}",0.91996074,False,1
203,3_scan/mp-1113377,"['Cs', 'Cs', 'Cu', 'Bi', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': False, 'energy': 1.5592000000000001, 'transition': '(0.500,0.500,0.000)-(0.500,0.000,0.000)'}",2.18606124,False,166
204,3_scan/mp-1300083,"['Cd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pt']",True,"{'direct': False, 'energy': 1.9378000000000002, 'transition': '(0.000,0.000,0.000)-(0.500,0.500,0.286)'}",0.7405228,False,1
205,3_scan/mp-1300252,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Na', 'Y']",True,"{'direct': True, 'energy': 5.5789, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.91468103,False,1
206,3_scan/mp-1300008,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg', 'Ru']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",1.3159927,True,225
207,3_scan/mp-1300101,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg', 'Pt']",False,"{'direct': False, 'energy': 0.30899999999999994, 'transition': '(0.500,0.000,0.000)-(0.249,0.249,0.497)'}",1.96324134,False,225
208,3_scan/mp-1300201,"['Cs', 'Cs', 'Cs', 'Cs', 'Sr', 'Sr', 'Be', 'Be', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.5112000000000005, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.97996286,False,1
209,3_scan/mp-1113451,"['Cs', 'Cs', 'Sc', 'Ag', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']",True,"{'direct': False, 'energy': 3.3712, 'transition': '(0.500,0.000,0.000)-(0.500,0.500,0.000)'}",0.16051179,False,225
210,3_scan/mp-1205696,"['Cs', 'Cs', 'Na', 'Cr', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 1.9104, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.14640214,False,225
211,3_scan/mp-1112008,"['Cs', 'Cs', 'Na', 'Lu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.2236, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.93656489,False,225
212,3_scan/mp-1300033,"['Ca', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Zn']",True,"{'direct': True, 'energy': 4.6281, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.47642038,False,1
213,3_scan/mp-1300153,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pt', 'Zn']",True,"{'direct': False, 'energy': 2.5044999999999997, 'transition': '(0.500,0.000,0.000)-(0.500,0.000,0.500)'}",-0.40027276,False,1
214,3_scan/mp-1300236,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Na', 'Tl']",False,"{'direct': True, 'energy': 2.3175, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.61669983,False,1
215,3_scan/mp-1079232,"['Cs', 'Cs', 'Hg', 'Pd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': False, 'energy': 1.2488000000000001, 'transition': '(0.149,0.149,-0.149)-(0.250,0.250,0.250)'}",0.74931063,False,139
216,3_scan/mp-1300050,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cr', 'Cs', 'Cs', 'Tl']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",0.19219272,True,1
217,3_scan/mp-1300217,"['Cs', 'Cs', 'Cs', 'Cs', 'Sr', 'Sr', 'Cr', 'Cr', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 2.4701, 'transition': '(0.000,0.500,0.500)-(0.500,0.500,0.500)'}",1.03707441,False,128
218,3_scan/mp-1112613,"['Cs', 'Cs', 'Li', 'Er', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.1103000000000005, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.62464902,False,225
219,3_scan/mp-1300169,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'In', 'K']",True,"{'direct': False, 'energy': 4.3374999999999995, 'transition': '(0.000,0.492,0.492)-(0.000,0.000,0.000)'}",-0.97903428,False,1
220,3_scan/mp-1300223,"['Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pd']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",1.81742679,True,69
221,3_scan/mp-1300203,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mn', 'Ni']",True,"{'direct': False, 'energy': 2.5277, 'transition': '(0.000,0.000,0.000)-(0.500,0.500,0.500)'}",0.97187537,False,1
222,3_scan/mp-1300129,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'V', 'Zn']",True,"{'direct': False, 'energy': 2.7874999999999996, 'transition': '(0.500,0.500,0.500)-(0.000,0.000,0.000)'}",1.07235729,False,1
223,3_scan/mp-1300167,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ti', 'Zn']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.93002715,True,1
224,3_scan/mp-542951,"['Cs', 'Cs', 'Na', 'Ho', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.1779, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.02078292,False,225
225,3_scan/mp-1112674,"['Cs', 'Cs', 'Li', 'Pr', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.66, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.7703728,False,225
226,3_scan/mp-1112759,"['Cs', 'Cs', 'K', 'In', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 4.3123000000000005, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.93828111,False,1
227,3_scan/mp-1300266,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cr', 'Cs', 'Cs', 'V']",True,"{'direct': False, 'energy': 2.0864000000000003, 'transition': '(0.500,0.000,0.000)-(0.500,0.500,-0.232)'}",1.27825778,False,1
228,3_scan/mp-1300240,"['Cs', 'Cs', 'Cs', 'Cs', 'Sr', 'Sr', 'Ge', 'Ge', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 4.128699999999999, 'transition': '(0.000,0.500,0.500)-(0.000,0.500,0.500)'}",0.23701723,False,14
229,3_scan/mp-1113515,"['Cs', 'Cs', 'Li', 'Eu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.8926, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.7619984,False,225
230,3_scan/mp-1113337,"['Cs', 'Cs', 'Sc', 'Cu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 2.8813999999999993, 'transition': '(0.500,0.500,0.500)-(0.500,0.500,0.000)'}",1.86335894,False,225
231,3_scan/mp-1300220,"['Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Co', 'Cs', 'Cs']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",1.33432986,True,139
232,3_scan/mp-1112956,"['Cs', 'Cs', 'Cu', 'Sb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 1.2024, 'transition': '(0.500,0.500,0.000)-(0.500,0.000,0.000)'}",2.56682431,False,225
233,3_scan/mp-1300080,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Sc', 'Tl']",False,"{'direct': False, 'energy': 4.3101, 'transition': '(0.500,0.000,0.000)-(0.500,0.500,0.500)'}",-0.35448033,False,1
234,3_scan/mp-1300199,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pd', 'Sn']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.66111877,True,1
235,3_scan/mp-1300072,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg', 'Pb']",False,"{'direct': False, 'energy': 1.7523999999999997, 'transition': '(0.500,0.500,0.000)-(0.000,0.500,0.000)'}",0.49273305,False,1
236,3_scan/mp-1300219,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ga', 'Tl']",False,"{'direct': False, 'energy': 2.8614, 'transition': '(0.500,0.500,0.000)-(0.500,0.000,0.000)'}",0.43910188,False,1
237,3_scan/mp-1112681,"['Cs', 'Cs', 'Li', 'La', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.2309, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.27880902,False,225
238,3_scan/mp-1300096,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'K', 'Rh']",True,"{'direct': False, 'energy': 1.9484, 'transition': '(0.500,0.000,0.500)-(0.500,0.500,0.000)'}",0.3183832,False,1
239,3_scan/mp-1300160,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cr', 'Cs', 'Cs', 'Mn']",True,"{'direct': False, 'energy': 1.7946000000000002, 'transition': '(0.000,0.000,0.000)-(0.500,0.500,-0.244)'}",1.93221125,False,1
240,3_scan/mp-1300259,"['Cs', 'Cs', 'Cs', 'Cs', 'K', 'K', 'B', 'B', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.0161, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.46342331,False,1
241,3_scan/mp-1300077,"['Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ti']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.61760165,True,1
242,3_scan/mp-1300138,"['Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ru']",True,"{'direct': False, 'energy': 0.5695000000000001, 'transition': '(0.000,0.000,0.000)-(-0.500,0.500,0.500)'}",1.43308314,False,1
243,3_scan/mp-1300208,"['Cs', 'Cs', 'Cs', 'Cs', 'Cd', 'Cd', 'Pb', 'Pb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': False, 'energy': 3.0776, 'transition': '(-0.500,0.500,0.000)-(0.000,0.500,0.500)'}",0.26414851,False,1
244,3_scan/mp-1300146,"['Cs', 'Cs', 'Cs', 'Cs', 'Zn', 'Zn', 'Cr', 'Cr', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 1.4377999999999997, 'transition': '(0.500,0.500,0.000)-(0.500,0.500,0.000)'}",2.21663523,False,40
245,3_scan/mp-580589,"['Cs', 'Cs', 'Na', 'Er', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.1953000000000005, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.98777579,False,225
246,3_scan/mp-1300305,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pt', 'Sn']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",3.030224,True,1
247,3_scan/mp-1112669,"['Cs', 'Cs', 'Li', 'Tb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.9783, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.66786793,False,225
248,3_scan/mp-1300230,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ge', 'V']",True,"{'direct': False, 'energy': 3.3411, 'transition': '(-0.429,0.429,0.500)-(-0.286,0.143,0.125)'}",1.09247687,False,1
249,3_scan/mp-1300194,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pd', 'Rb']",True,"{'direct': False, 'energy': 0.7756000000000001, 'transition': '(0.500,0.000,0.000)-(0.500,0.500,-0.241)'}",0.31340518,False,1
250,3_scan/mp-1113566,"['Cs', 'Cs', 'Eu', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 4.1962, 'transition': '(0.500,0.000,0.000)-(0.000,0.000,0.000)'}",0.41404,False,225
251,3_scan/mp-1300155,"['Cs', 'Cs', 'Cs', 'Cs', 'Ba', 'Ba', 'Be', 'Be', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.0822, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.10759552,False,1
252,3_scan/mp-1111988,"['Cs', 'Cs', 'Na', 'Sc', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 4.8662, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.6366943,False,225
253,3_scan/mp-1300303,"['As', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Na']",True,"{'direct': False, 'energy': 3.374, 'transition': '(0.500,0.250,0.750)-(0.500,0.500,0.500)'}",0.11769609,False,1
254,3_scan/mp-1300289,"['Ca', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mg']",True,"{'direct': True, 'energy': 6.0992999999999995, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.48189758,False,1
255,3_scan/mp-1112939,"['Cs', 'Cs', 'Sm', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 4.2241, 'transition': '(0.500,0.000,0.000)-(0.000,0.000,0.000)'}",0.45250562,False,225
256,3_scan/mp-1300148,"['Cs', 'Cs', 'Cs', 'Cs', 'Rb', 'Rb', 'Nb', 'Nb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 0.4946999999999997, 'transition': '(-0.500,0.500,0.500)-(0.000,0.000,0.000)'}",1.62490798,False,14
257,3_scan/mp-1300017,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mn', 'Ti']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",3.13037535,True,1
258,3_scan/mp-1300110,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mg', 'Pb']",False,"{'direct': False, 'energy': 4.3472, 'transition': '(0.250,0.250,0.250)-(0.000,0.500,0.000)'}",0.15013956,False,1
259,3_scan/mp-1300210,"['Cd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",-0.36787745,True,139
260,3_scan/mp-1300295,"['Cs', 'Cs', 'Cs', 'Cs', 'Sn', 'Sn', 'Ge', 'Ge', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 2.6616, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",1.22173906,False,7
261,3_scan/mp-1300067,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Li', 'Nb']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.46632636,True,1
262,3_scan/mp-1300086,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg', 'Sr']",False,"{'direct': False, 'energy': 3.2605, 'transition': '(0.000,0.500,0.000)-(0.000,0.000,0.000)'}",-0.90155884,False,87
263,3_scan/mp-1300159,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Rh', 'Tl']",False,"{'direct': False, 'energy': 1.7854, 'transition': '(0.000,0.500,0.500)-(0.000,0.250,0.250)'}",1.0248497,False,1
264,3_scan/mp-1113017,"['Cs', 'Cs', 'Li', 'In', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 3.5353999999999997, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.01767196,False,225
265,3_scan/mp-1300141,"['Cs', 'Cs', 'Cs', 'Cs', 'Tl', 'Tl', 'B', 'B', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': False, 'energy': 4.058, 'transition': '(0.500,0.000,0.500)-(0.000,0.500,0.000)'}",-0.68942214,False,1
266,3_scan/mp-1112623,"['Cs', 'Cs', 'K', 'Ga', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']",True,"{'direct': True, 'energy': 2.6246, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.73576947,False,225
267,3_scan/mp-1112143,"['Cs', 'Cs', 'Na', 'Pr', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.8455, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.19413767,False,225
268,3_scan/mp-1112007,"['Cs', 'Cs', 'Rb', 'As', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 3.6958, 'transition': '(0.500,0.000,0.000)-(0.500,0.000,0.000)'}",-0.28488438,False,225
269,3_scan/mp-1300100,"['Cs', 'Cs', 'Cs', 'Cs', 'Co', 'Co', 'Ge', 'Ge', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 2.8506, 'transition': '(0.000,0.000,0.125)-(0.000,0.000,0.000)'}",0.42327177,False,1
270,3_scan/mp-1300152,"['Ba', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mg']",True,"{'direct': False, 'energy': 5.8373, 'transition': '(0.500,0.000,0.500)-(0.000,0.000,0.000)'}",-1.02638401,False,1
271,3_scan/mp-1300092,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Tl', 'V']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",-0.01350991,True,1
272,3_scan/mp-1300117,"['Cs', 'Cs', 'Cs', 'Cs', 'Tl', 'Tl', 'Hg', 'Hg', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",0.94604379,True,1
273,3_scan/mp-1300030,"['Cs', 'Cs', 'Cs', 'Cs', 'Ti', 'Ti', 'Au', 'Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 2.6378999999999997, 'transition': '(0.500,0.500,0.000)-(0.000,0.000,0.000)'}",0.55660925,False,15
274,3_scan/mp-1300125,"['Al', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Tl']",False,"{'direct': False, 'energy': 4.309799999999999, 'transition': '(0.500,0.500,0.000)-(0.500,0.000,0.000)'}",0.28519757,False,1
275,3_scan/mp-1300063,"['Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ta']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",3.43954297,True,1
276,3_scan/mp-1300097,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Na', 'Nb']",True,"{'direct': False, 'energy': 0.36970000000000036, 'transition': '(0.500,0.500,0.500)-(0.000,0.000,0.000)'}",2.24371078,False,1
277,3_scan/mp-1112517,"['Cs', 'Cs', 'Rb', 'Ga', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 4.1584, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.88226942,False,225
278,3_scan/mp-1300025,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mg', 'Pt']",True,"{'direct': False, 'energy': 2.4441, 'transition': '(0.266,0.266,0.500)-(0.245,0.245,0.500)'}",0.65035821,False,12
279,3_scan/mp-1300243,"['Cd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ni']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",0.10113152,True,1
280,3_scan/mp-1300294,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg', 'Sc']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",1.16537706,True,87
